Symbol,Name
GREENPANEL,GREENPANEL INDUSTRIES LTD
GREENPLY,GREENPLY INDUSTRIES LTD
GREENPOWER,ORIENT GREEN POWER CO LTD
GRINDWELL,GRINDWELL NORTON LIMITED
GRINFRA,G R INFRAPROJECTS LIMITED
GRMOVER,GRM OVERSEAS LIMITED
GROWWEV,GROWWAMC - GROWWEV
GRSE,GARDEN REACH SHIP&ENG LTD
GRWRHITECH,GARWARE HI-TECH FILMS LTD
GSFC,GUJ STATE FERT & CHEM LTD
GSLSU,GLOBAL SURFACES LIMITED
GSPL,GUJARAT STATE PETRO LTD
GSS,GSS INFOTECH LIMITED
GTL,GTL LTD
GTLINFRA,GTL INFRA.LTD
GTPL,GTPL HATHWAY LIMITED
GUFICBIO,GUFIC BIOSCIENCES LTD.
GUJALKALI,GUJARAT ALKALIES & CHEM
GUJGASLTD,GUJARAT GAS LIMITED
GULFOILLUB,GULF OIL LUB. IND. LTD.
GULFPETRO,GP PETROLEUMS LIMITED
GULPOLY,GULSHAN POLYOLS LIMITED
HAL,HINDUSTAN AERONAUTICS LTD
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD
HAPPYFORGE,HAPPY FORGINGS LIMITED
HARDWYN,HARDWYN INDIA LIMITED
HARIOMPIPE,HARIOM PIPE INDUSTRIES L
HARSHA,HARSHA ENGINEERS INT LTD
HATHWAY,HATHWAY CABLE & DATACOM
HATSUN,HATSUN AGRO PRODUCT LTD.
HAVELLS,HAVELLS INDIA LIMITED
HBLPOWER,HBL POWER SYSTEMS LTD.
HCC,HINDUSTAN CONSTRUCTION CO
HCG,HEALTHCARE GLOB. ENT. LTD
HCL-INSYS,HCL INFOSYSTEMS LTD
HCLTECH,HCL TECHNOLOGIES LTD
HDFCAMC,HDFC AMC LIMITED
HDFCBANK,HDFC BANK LTD
HDFCBSE500,HDFCAMC - HDFCBSE500
HDFCGOLD,HDFC GOLD ETF
HDFCLIFE,HDFC LIFE INS CO LTD
HDFCLIQUID,HDFCAMC - HDFCLIQUID
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL
HDFCMID150,HDFCAMC - HDFCMID150
HDFCMOMENT,HDFCAMC - HDFCMOMENT
HDFCNEXT50,HDFCAMC - HDFCNEXT50
HDFCNIF100,HDFCAMC - HDFCNIF100
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN
HDFCNIFIT,HDFCAMC - HDFCNIFIT
HDFCNIFTY,HDFCAMC - HDFCNIFTY
HDFCPSUBK,HDFCAMC HDFCPSUBK
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN
HDFCQUAL,HDFCAMC - HDFCQUAL
HDFCSENSEX,HDFCAMC - HDFCSENSEX
HDFCSILVER,HDFCAMC - HDFCSILVER
HDFCSML250,HDFCAMC - HDFCSML250
HDFCVALUE,HDFCAMC - HDFCVALUE
HEALTHIETF,ICICIPRAMC - ICICIPHARM
HEALTHY,BIRLASLAMC - HEALTHY
HEG,HEG LTD
HEIDELBERG,HEIDELBERGCEMENT (I) LTD
HEMIPROP,HEMISPHERE PROP IND LTD
HERANBA,HERANBA INDUSTRIES LTD
HERCULES,HERCULES HOI. LTD.
HERITGFOOD,HERITAGE FOODS LTD
HEROMOTOCO,HERO MOTOCORP LIMITED
HESTERBIO,HESTER BIOSCIENCES LTD
HEUBACHIND,HEUBACH COLORANTS IND LTD
HEXATRADEX,HEXA TRADEX LIMITED
HFCL,HFCL LIMITED
HGINFRA,H.G.INFRA ENGINEERING LTD
HGS,HINDUJA GLOBAL SOLS. LTD.
HIKAL,HIKAL LIMITED
HIL,HIL LIMITED
HILTON,HILTON METAL FORGING LTD
HIMATSEIDE,HIMATSINGKA SEIDE LTD
HINDALCO,HINDALCO  INDUSTRIES  LTD
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.
HINDCOPPER,HINDUSTAN COPPER LTD
HINDOILEXP,HINDUSTAN OIL EXPLORATION
HINDPETRO,HINDUSTAN PETROLEUM CORP
HINDUNILVR,HINDUSTAN UNILEVER LTD.
HINDWAREAP,HINDWARE HME INOVATON LTD
HINDZINC,HINDUSTAN ZINC LIMITED
HIRECT,HIND RECTIFIER LIMITED
HISARMETAL,HISAR METAL IND. LIMITED
HITECH,HI-TECH PIPES LIMITED
HITECHCORP,HITECH CORPORATION LTD
HITECHGEAR,THE HI-TECH GEARS LIMITED
HLEGLAS,HLE GLASCOAT LIMITED
HLVLTD,HLV LIMITED
HMAAGRO,HMA AGRO INDUSTRIES LTD
HMVL,HINDUSTAN MEDIA VENT LTD
HNDFDS,HINDUSTAN FOODS LIMITED
HNGSNGBEES,NIP IND ETF HANGSENG BEES
HOMEFIRST,HOME FIRST FIN CO IND LTD
HONASA,HONASA CONSUMER LIMITED
HONAUT,HONEYWELL AUTOMATION IND
HONDAPOWER,HONDA I POWER PRODUCT LTD
HPAL,HP ADHESIVES LIMITED
HPL,HPL ELECTRIC & POWER LTD
HSCL,HIMADRI SPECIALITY CHEM L
HTMEDIA,HT MEDIA LIMITED
HUDCO,HSG & URBAN DEV CORPN LTD
HUHTAMAKI,HUHTAMAKI INDIA LIMITED
HYUNDAI,HYUNDAI MOTOR INDIA LTD
ICEMAKE,ICE MAKE REFRIGERAT LTD
ICICIB22,ICICIPRAMC - BHARATIWIN
ICICIBANK,ICICI BANK LTD.
ICICIGI,ICICI LOMBARD GIC LIMITED
ICICIPRULI,ICICI PRU LIFE INS CO LTD
ICIL,INDO COUNT INDUSTRIES LTD
ICRA,ICRA LIMITED
IDBI,IDBI BANK LIMITED
IDEA,VODAFONE IDEA LIMITED
IDEAFORGE,IDEAFORGE TECHNO LTD
IDFC,IDFC LIMITED
IDFCFIRSTB,IDFC FIRST BANK LIMITED
IDFNIFTYET,BANDHANAMC - IDFNIFTYET
IEX,INDIAN ENERGY EXC LTD
IFBIND,IFB INDUSTRIES LTD
IFCI,IFCI LTD
IFGLEXPOR,IFGL REFRACTORIES LIMITED
IGARASHI,IGARASHI MOTORS INDIA LTD
IGL,INDRAPRASTHA GAS LTD
IGPL,I G PETROCHEMICALS LTD
IIFL,IIFL FINANCE LIMITED
IIFLSEC,IIFL SECURITIES LIMITED
IKIO,IKIO LIGHTING LIMITED
IMAGICAA,IMAGICAAWORLD ENT LTD
IMFA,INDIAN METALS & FERRO
IMPAL,IND MOTOR PART & ACC LTD
INDBANK,INDBANK MERCH BANK
INDGN,INDEGENE LIMITED
INDHOTEL,THE INDIAN HOTELS CO. LTD
INDIACEM,THE INDIA CEMENTS LIMITED
INDIAGLYCO,INDIA GLYCOLS LTD
INDIAMART,INDIAMART INTERMESH LTD
INDIANB,INDIAN BANK
INDIANCARD,INDIAN CARD CLOTHING CO.
INDIANHUME,INDIAN HUME PIPE CO. LTD.
INDIASHLTR,INDIA SHELTER FIN CORP L
INDIGO,INTERGLOBE AVIATION LTD
INDIGOPNTS,INDIGO PAINTS LIMITED
INDNIPPON,INDIA NIPPON ELECT  LTD
INDOAMIN,INDO AMINES LIMITED
INDOBORAX,INDO BORAX & CHEMICAL LTD
INDOCO,INDOCO REMEDIES LTD.
INDORAMA,INDO RAMA SYNTHETICS LTD
INDOSTAR,INDOSTAR CAPITAL FIN LTD
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP
INDTERRAIN,IND TERRAIN FASHIONS LTD
INDUSINDBK,INDUSIND BANK LIMITED
INDUSTOWER,INDUS TOWERS LIMITED
INFIBEAM,INFIBEAM AVENUES LIMITED
INFOBEAN,INFOBEANS TECHNO. LTD.
INFRABEES,NIP IND ETF INFRA BEES
INFRAIETF,ICICIPRAMC - ICICIINFRA
INFY,INFOSYS LIMITED
INGERRAND,INGERSOLL-RAND INDIA LTD
INNOVACAP,INNOVA CAPTAB LIMITED
INOXGREEN,INOX GREEN ENERGY SER LTD
INOXINDIA,INOX INDIA LIMITED
INOXWIND,INOX WIND LIMITED
INSECTICID,INSECTICIDES (I) LTD
INTELLECT,INTELLECT DESIGN ARENA
INTENTECH,INTENSE TECHNOLOGIES LTD
INTERARCH,INTERARCH BUILDING PROD L
INTLCONV,INTL CONVEYORS LIMITED
INVENTURE,INVENTURE GRO & SEC LTD
IOB,INDIAN OVERSEAS BANK
IOC,INDIAN OIL CORP LTD
IOLCP,IOL CHEM AND PHARMA LTD
IONEXCHANG,ION EXCHANGE (INDIA) LTD
IPCALAB,IPCA LABORATORIES LTD
IPL,INDIA PESTICIDES LIMITED
IRB,IRB INFRA DEV LTD.
IRCON,IRCON INTERNATIONAL LTD
IRCTC,INDIAN RAIL TOUR CORP LTD
IREDA,INDIAN RENEWABLE ENERGY
IRFC,INDIAN RAILWAY FIN CORP L
IRISDOREME,IRIS CLOTHINGS LIMITED
IRMENERGY,IRM ENERGY LIMITED
ISEC,ICICI SECURITIES LIMITED
ISFT,INTRASOFT TECH. LTD
ISGEC,ISGEC HEAVY ENG LTD
IT,KOTAKMAMC - KOTAKIT
ITBEES,NIP IND ETF IT
ITC,ITC LTD
ITDC,INDIA TOUR. DEV. CO. LTD.
ITDCEM,ITD CEMENTATION INDIA LTD
ITETF,MIRAEAMC - ITETF
ITETFADD,DSPAMC - DSPITETF
ITI,ITI LTD
ITIETF,ICICIPRAMC - ICICITECH
IVC,IL&FS INVESTMENT MANAGERS
IWEL,INOX WIND ENERGY LIMITED
IXIGO,LE TRAVENUES TECHNOLOGY L
J&KBANK,J & K BANK LTD.
JAGRAN,JAGRAN PRAKASHAN LIMITED
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS
JAIBALAJI,JAI BALAJI INDUSTRIES LTD
JAICORPLTD,JAI CORP LIMITED
JAMNAAUTO,JAMNA AUTO IND LTD
JASH,JASH ENGINEERING LIMITED
JAYAGROGN,JAYANT AGRO ORGANICS LTD
JAYBARMARU,JAY BHARAT MARUTI LTD
JAYNECOIND,JAYASWAL NECO INDUSTR LTD
JAYSREETEA,JAYSHREE TEA & INDUSTRIES
JBCHEPHARM,J B CHEMICALS AND PHARMA
JBMA,JBM AUTO LIMITED
JCHAC,JOHNSON CONTROLS HITACHI
JETFREIGHT,JET FREIGHT LOGISTICS LTD
JGCHEM,J.G.CHEMICALS LIMITED
JINDALPHOT,JINDAL PHOTO LIMITED
JINDALPOLY,JINDAL POLY FILMS LIMITED
JINDALSAW,JINDAL SAW LIMITED
JINDALSTEL,JINDAL STEEL & POWER LTD
JINDRILL,JINDAL DRILLING IND. LTD
JINDWORLD,JINDAL WORLDWIDE LTD
JIOFIN,JIO FIN SERVICES LTD
JISLDVREQS,JAIN DVR EQUITY SHARES
JISLJALEQS,JAIN IRRIGATION SYSTEMS
JITFINFRA,JITF INFRALOGISTICS LTD
JKCEMENT,JK CEMENT LIMITED
JKIL,JKUMAR INFR.LTD.
JKLAKSHMI,JK LAKSHMI CEMENT LTD
JKPAPER,JK PAPER LIMITED
JKTYRE,JK TYRE & INDUSTRIES LTD
JLHL,JUPITER LIFE LINE HOSP L
JMA,JULLUNDUR MOT AGENCY LTD
JMFINANCIL,JM FINANCIAL LIMITED
JOCIL,JOCIL LIMITED
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD
JPOLYINVST,JIND POL INV & FIN CO LTD
JPPOWER,JAIPRAKASH POWER VEN. LTD
JSFB,JANA SMALL FIN BANK LTD
JSL,JINDAL STAINLESS LIMITED
JSWENERGY,JSW ENERGY LIMITED
JSWHL,JSW HOLDINGS LIMITED
JSWINFRA,JSW INFRASTRUCTURE LTD
JSWSTEEL,JSW STEEL LIMITED
JTEKTINDIA,JTEKT INDIA LIMITED
JTLIND,JTL INDUSTRIES LIMITED
JUBLFOOD,JUBILANT FOODWORKS LTD
JUBLINDS,JUBILANT INDUSTRIES LTD
JUBLINGREA,JUBILANT INGREVIA LIMITED
JUBLPHARMA,JUBILANT PHARMOVA LTD
JUNIORBEES,NIP IND ETF JUNIOR BEES
JUNIPER,JUNIPER HOTELS LIMITED
JUSTDIAL,JUSTDIAL LTD.
JWL,JUPITER WAGONS LIMITED
JYOTHYLAB,JYOTHY LABS LIMITED
JYOTICNC,JYOTI CNC AUTOMATION LTD
JYOTISTRUC,JYOTI STRUCTURES LTD
KABRAEXTRU,KABRA EXTRUSION TECHNIK L
KAJARIACER,KAJARIA CERAMICS LTD
KAKATCEM,KAKATIYA CEM SUGAR &IND L
KALAMANDIR,SAI SILKS (KALAMANDIR) L
KALYANKJIL,KALYAN JEWELLERS IND LTD
KAMATHOTEL,KAMAT HOTELS (I) LTD
KAMDHENU,KAMDHENU LIMITED
KAMOPAINTS,KAMDHENU VENTURES LIMITED
KANORICHEM,KANORIA CHEMICALS & INDUS
KANPRPLA,KANPUR PLASTIPACK LIMITED
KANSAINER,KANSAI NEROLAC PAINTS LTD
KARURVYSYA,KARUR VYSYA BANK LTD
KAYNES,KAYNES TECHNOLOGY IND LTD
KBCGLOBAL,KBC GLOBAL LIMITED
KCP,KCP LTD
KCPSUGIND,KCPSUGARINDUS
KDDL,KDDL LIMITED
KEC,KEC INTL. LIMITED
KECL,KIRLOSKAR ELECTRIC CO LTD
KEI,KEI INDUSTRIES LTD.
KELLTONTEC,KELLTON TECH SOL LTD
KERNEX,KERNEX MICROSYS(I) LTD
KESORAMIND,KESORAM INDUSTRIES LTD
KFINTECH,KFIN TECHNOLOGIES LIMITED
KHADIM,KHADIM INDIA LIMITED
KHAICHEM,KHAITAN CHEM & FERT LTD
KICL,KALYANI INVEST CO LTD
KILITCH,KILITCH DRUGS INDIA LTD
KIMS,KRISHNA INST OF MED SCI L
KINGFA,KINGFA SCI & TEC IND LTD.
KIOCL,KIOCL LIMITED
KIRIINDUS,KIRI INDUSTRIES LIMITED
KIRLFER,KIRLOSKAR FERROUS IND LTD
KIRLOSBROS,KIRLOSKAR BROTHERS LTD
KIRLOSENG,KIRLOSKAR OIL ENG LTD
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD
KIRLPNU,KIRLOSKAR PNEUMATIC COM L
KITEX,KITEX GARMENTS LTD
KKCL,KEWAL KIRAN CLOTHING LTD
KMSUGAR,K M SUGAR MILLS LTD
KNRCON,KNR CONSTRU LTD.
KOHINOOR,KOHINOOR FOODS LIMITED
KOKUYOCMLN,KOKUYO CAMLIN LIMITED
KOLTEPATIL,KOLTE PATIL DEV. LTD.
KOPRAN,KOPRAN LTD
KOTAKBANK,KOTAK MAHINDRA BANK LTD
KOTARISUG,KOTHARI SUG & CHEM LTD.
KOTHARIPET,KOTHARI PETROCHEM LTD
KOTHARIPRO,KOTHARI PRODUCTS
KPIGREEN,KPI GREEN ENERGY LIMITED
KPIL,KALPATARU PROJECT INT LTD
KPITTECH,KPIT TECHNOLOGIES LIMITED
KPRMILL,KPR MILL LTD.
KRBL,KRBL LIMITED
KRISHANA,KRISHANA PHOSCHEM LIMITED
KRITI,KRITI INDUSTRIES IND LTD
KRITINUT,KRITI NUTRIENTS LIMITED
KRONOX,KRONOX LAB SCIENCES LTD
KRSNAA,KRSNAA DIAGNOSTICS LTD
KRYSTAL,KRYSTAL INTEGRATED SER L
KSB,KSB LIMITED
KSCL,KAVERI SEED CO. LTD.
KSL,KALYANI STEELS LIMITED
KSOLVES,KSOLVES INDIA LIMITED
KTKBANK,KARNATAKA BANK LIMITED
KUANTUM,KUANTUM PAPERS LIMITED
LAL,LORENZINI APPARELS LTD
LALPATHLAB,DR. LAL PATH LABS LTD.
LAMBODHARA,LAMBODHARA TEXTILES LTD.
LANDMARK,LANDMARK CARS LIMITED
LAOPALA,LA OPALA RG LIMITED
LATENTVIEW,LATENT VIEW ANALYTICS LTD
LAURUSLABS,LAURUS LABS LIMITED
LAXMICOT,LAXMI COTSPIN LIMITED
LEMONTREE,LEMON TREE HOTELS LTD
LGBBROSLTD,LG BALAKRISHNAN & BROS
LIBAS,LIBAS CONSU PRODUCTS LTD
LIBERTSHOE,LIBERTY SHOES LTD
LICHSGFIN,LIC HOUSING FINANCE LTD
LICI,LIFE INSURA CORP OF INDIA
LICMFGOLD,LIC MF - LIC GOLD ETF
LICNETFGSC,LICNAMC - LICNMFET
LICNETFN50,LICNAMC - LICNFENGP
LIKHITHA,LIKHITHA INFRASTRUC LTD
LINC,LINC LIMITED
LINCOLN,LINCOLN PHARMA LTD
LINDEINDIA,LINDE INDIA LIMITED
LIQUID,MIRAEAMC - LIQUID
LIQUIDADD,DSPAMC - LIQUIDADD
LIQUIDBEES,NIP IND ETF LIQUID BEES
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE
LIQUIDETF,DSP LIQUID ETF
LIQUIDIETF,ICICIPRAMC - ICICILIQ
LLOYDSENGG,LLOYDS ENGG WORK LIMITED
LLOYDSME,LLOYDS METALS N ENERGY L
LMW,LMW LIMITED
LODHA,MACROTECH DEVELOPERS LTD
LOKESHMACH,LOKESH MACHINES LTD
LOTUSEYE,LOTUS EYE HOSP & INST L
LOVABLE,LOVABLE LINGERIE LTD
LOWVOL1,KOTAKMAMC - KOTAKLOVOL
LOWVOLIETF,ICICI PR NIF LW VL 30 ETF
LT,LARSEN & TOUBRO LTD.
LTF,L&T FINANCE LIMITED
LTFOODS,LT FOODS LIMITED
LTGILTBEES,NIP IND ETF LONGTERM GILT
LTIM,LTIMINDTREE LIMITED
LTTS,L&T TECHNOLOGY SER. LTD.
LUMAXIND,LUMAX INDUSTRIES LTD
LUMAXTECH,LUMAX AUTO TECH LTD
LUPIN,LUPIN LIMITED
LUXIND,LUX INDUSTRIES LIMITED
LXCHEM,LAXMI ORGANIC INDUS LTD
LYKALABS,LYKA LABS LTD
M&M,MAHINDRA & MAHINDRA LTD
M&MFIN,M&M FIN. SERVICES LTD
MAANALU,MAAN ALUMINIUM LIMITED
MADRASFERT,MADRAS FERTILISERS LTD
MAFANG,MIRAEAMC - MAFANG
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD
MAGNUM,MAGNUM VENTURES LTD.
MAHABANK,BANK OF MAHARASHTRA
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L
MAHEPC,MAHINDRA EPC IRRIG LTD
MAHESHWARI,MAHESHWARI LOGISTICS LTD.
MAHKTECH,MIRAEAMC - MAHKTECH
MAHLIFE,MAHINDRA LIFESPACE DEVLTD
MAHLOG,MAHINDRA LOGISTIC LIMITED
MAHSCOOTER,MAHSCOOTER - DEP SETT
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD
MAITHANALL,MAITHAN ALLOYS LTD
MAKEINDIA,MIRAEAMC - MAMFGETF
MANAKSIA,MANAKSIA LTD.
MANAKSTEEL,MANAKSIA STEELS LTD
MANALIPETC,MANALI PETROCHEMICALS LT
MANAPPURAM,MANAPPURAM FINANCE LTD
MANGALAM,MANGALAM DRUG & CHEM LTD
MANGCHEFER,MANG.CHEM.FERT.LTD
MANGLMCEM,MANGALAM CEMENT LTD
MANINDS,MAN INDUSTRIES (I) LTD.
MANINFRA,MAN INFRA LTD
MANKIND,MANKIND PHARMA LIMITED
MANORAMA,MANORAMA INDUSTRIES LTD
MANYAVAR,VEDANT FASHIONS LIMITED
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED
MARALOVER,MARAL OVERSEAS LTD
MARATHON,MARATHON NXTGEN REALT LTD
MARICO,MARICO LIMITED
MARKSANS,MARKSANS PHARMA LIMITED
MARUTI,MARUTI SUZUKI INDIA LTD.
MASFIN,MAS FINANCIAL SERV LTD
MASPTOP50,MIRAEAMC - MASPTOP50
MASTEK,MASTEK LTD
MATRIMONY,MATRIMONY.COM LIMITED
MAWANASUG,MAWANA SUGARS LIMITED
MAXESTATES,MAX ESTATES LIMITED
MAXHEALTH,MAX HEALTHCARE INS LTD
MAXIND,MAX INDIA LIMITED
MAYURUNIQ,MAYUR UNIQUOTERS LTD
MAZDA,MAZDA LIMITED
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD
MBAPL,MADHYA BHARAT AGRO P. LTD
MCL,MADHAV COPPER LIMITED
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.
MCX,MULTI COMMODITY EXCHANGE
MEDANTA,GLOBAL HEALTH LIMITED
MEDIASSIST,MEDI ASSIST HEALTH SER L
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED
MEDICO,MEDICO REMEDIES LIMITED
MEDPLUS,MEDPLUS HEALTH SERV LTD
MEGASOFT,MEGASOFT LTD
MEGASTAR,MEGASTAR FOODS LIMITED
MENONBE,MENON BEARINGS LIMITED
METALIETF,ICICIPRAMC - METALIETF
METROBRAND,METRO BRANDS LIMITED
METROPOLIS,METROPOLIS HEALTHCARE LTD
MFSL,MAX FINANCIAL SERV LTD
MGL,MAHANAGAR GAS LTD.
MHRIL,MAHINDRA HOLIDAYS LTD
MID150BEES,NIP IND ETF MIDCAP 150
MID150CASE,ZERODHAAMC - MID150CASE
MIDCAP,KOTAKMAMC - KOTAKMID50
MIDCAPETF,MIRAEAMC - MAM150ETF
MIDCAPIETF,ICICIPRAMC - ICICIM150
MIDHANI,MISHRA DHATU NIGAM LTD
MIDQ50ADD,DSPAMC - DSPQ50ETF
MIDSELIETF,ICICI PRUD MIDCAP SEL ETF
MIDSMALL,MIRAEAMC - MIDSMALL
MINDACORP,MINDA CORPORATION LTD
MIRZAINT,MIRZA INTERNATIONAL LIMIT
MKPL,M K PROTEINS LIMITED
MMFL,MM FORGINGS LTD
MMTC,MMTC LIMITED
MNC,KOTAKMAMC - KOTAKMNC
MODEFENCE,MOTILALAMC - MODEFENCE
MODISONLTD,MODISON LIMITED
MOHEALTH,MOTILALAMC - MOHEALTH
MOIL,MOIL LIMITED
MOL,MEGHMANI ORGANICS LIMITED
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD
MOLDTKPAC,MOLD-TEK PACKAGING LTD
MOLOWVOL,MOTILALAMC - MOLOWVOL
MOM100,MOTILAL OS MIDCAP100 ETF
MOM30IETF,ICICIPRAMC - ICICIMOM30
MOM50,MOTILAL OSWAL M50 ETF
MOMENTUM,BIRLASLAMC - MOMENTUM
MOMOMENTUM,MOTILALAMC - MOMOMENTUM
MON100,MOTILAL OS NASDAQ100 ETF
MONARCH,MONARCH NETWORTH CAP LTD
MONIFTY500,MOTILALAMC - MONIFTY500
MONQ50,MOTILALAMC - MONQ50
MONTECARLO,MONTE CARLO FASHIONS LTD.
MOQUALITY,MOTILALAMC - MOQUALITY
MOREALTY,MOTILALAMC - MOREALTY
MOREPENLAB,MOREPEN LAB. LTD
MOSMALL250,MOTILALAMC - MOSMALL250
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD
MOTILALOFS,MOTILAL OSWAL FIN LTD
MOTISONS,MOTISONS JEWELLERS LTD
MOVALUE,MOTILALAMC - MOVALUE
MPHASIS,MPHASIS LIMITED
MPSLTD,MPS LIMITED
MRF,MRF LTD
MRO-TEK,MRO-TEK REALTY LIMITED
MRPL,MRPL
MSPL,MSP STEEL & POWER LTD.
MSTCLTD,MSTC LIMITED
MSUMI,MOTHERSON SUMI WRNG IND L
MTARTECH,MTAR TECHNOLOGIES LIMITED
MTNL,MAHANAGAR TELEPHONE NIGAM
MUFIN,MUFIN GREEN FINANCE LTD
MUFTI,CREDO BRANDS MARKETING L
MUKANDLTD,MUKAND LTD.
MUKKA,MUKKA PROTEINS LIMITED
MULTICAP,MIRAEAMC - MULTICAP
MUNJALAU,MUNJAL AUTO IND. LTD.
MUNJALSHOW,MUNJAL SHOWA LTD
MURUDCERA,MURUDESHWAR CERAMICS LTD
MUTHOOTCAP,MUTHOOT CAP SERV LTD
MUTHOOTFIN,MUTHOOT FINANCE LIMITED
MUTHOOTMF,MUTHOOT MICROFIN LIMITED
MVGJL,MANOJ VAIBHAV GEM N JEW L
NACLIND,NACL INDUSTRIES LIMITED
NAGAFERT,NAGARJUN FERT AND CHE LTD
NAHARCAP,NAHAR CAP & FIN.
NAHARINDUS,NAHAR INDS ENT LTD
NAHARSPING,NAHAR SPINNING MILLS LTD.
NAM-INDIA,NIPPON L I A M LTD
NATCOPHARM,NATCO PHARMA LTD.
NATHBIOGEN,NATH BIO-GENES (I) LTD
NATIONALUM,NATIONAL ALUMINIUM CO LTD
NAUKRI,INFO EDGE (I) LTD
NAVA,NAVA LIMITED
NAVINFLUOR,NAVIN FLUORINE INT. LTD
NAVKARCORP,NAVKAR CORPORATION LTD.
NAVNETEDUL,NAVNEET EDUCATION LTD
NAZARA,NAZARA TECHNOLOGIES LTD
NBCC,NBCC (INDIA) LIMITED
NCC,NCC LIMITED
NCLIND,NCL INDUSTRIES LIMITED
NDL,NANDAN DENIM LIMITED
NDLVENTURE,NDL VENTURES LIMITED
NDRAUTO,NDR AUTO COMPONENTS LTD
NDTV,NDTV LTD
NECCLTD,NORTH EAST CARRY CORP LTD
NECLIFE,NECTAR LIFESCIENCES LTD.
NELCAST,NELCAST LIMITED
NELCO,NELCO LTD
NEOGEN,NEOGEN CHEMICALS LIMITED
NESCO,NESCO LTD.
NESTLEIND,NESTLE INDIA LIMITED
NETF,TATAAML - NETF
NETWEB,NETWEB TECH INDIA LTD
NETWORK18,NETWORK18 MEDIA & INV LTD
NEULANDLAB,NEULAND LAB LTD.
NEWGEN,NEWGEN SOFTWARE TECH LTD
NEXT50,MIRAEAMC - MANXT50
NEXT50IETF,ICICIPRAMC - ICICINXT50
NFL,NATIONAL FERT. LTD
NGIL,NAKODA GROUP OF IND. LTD
NGLFINE,NGL FINE CHEM LIMITED
NH,NARAYANA HRUDAYALAYA LTD.
NHPC,NHPC LTD
NIACL,THE NEW INDIA ASSU CO LTD
NIF100BEES,NIP IND ETF NIFTY 100
NIF100IETF,ICICI PRUD NIFTY 100 ETF
NIFMID150,UTIAMC - NIFMID150
NIFTY1,KOTAK NIFTY ETF
NIFTY50ADD,DSPAMC - DSPN50ETF
NIFTYBEES,NIP IND ETF NIFTY BEES
NIFTYBETF,BFAM - NIFTYBETF
NIFTYETF,MIRAEAMC - MAN50ETF
NIFTYIETF,ICICI PRUD NIFTY ETF
NIFTYQLITY,BIRLASLAMC - NIFTYQLITY
NIITLTD,NIIT LIMITED
NIITMTS,NIIT LEARNING SYSTEMS LTD
NILAINFRA,NILA INFRASTRUCTURES LTD
NILKAMAL,NILKAMAL LIMITED
NINSYS,NINTEC SYSTEMS LIMITED
NIRLON,NIRLON LTD
NITCO,NITCO LIMITED
NITINSPIN,NITIN SPINNERS LIMITED
NLCINDIA,NLC INDIA LIMITED
NMDC,NMDC LTD.
NOCIL,NOCIL LIMITED
NOVAAGRI,NOVA AGRITECH LIMITED
NPBET,TATAAML - NPBET
NRAIL,N R AGARWAL INDS LTD
NRBBEARING,NRB BEARING LIMITED
NRL,NUPUR RECYCLERS LIMITED
NSIL,NALWA SONS INVESTMENT LTD
NSLNISP,NMDC STEEL LIMITED
NTPC,NTPC LTD
NUCLEUS,NUCLEUS SOFTWARE EXPORTS
NURECA,NURECA LIMITED
NUVAMA,NUVAMA WEALTH MANAGE LTD
NUVOCO,NUVOCO VISTAS CORP LTD
NV20,KOTAKMAMC - KTKNV20ETF
NV20BEES,NIP IND ETF ETF NV20
NV20IETF,ICICI PRUDENTIAL NV20 ETF
NYKAA,FSN E COMMERCE VENTURES
OAL,ORIENTAL AROMATICS LTD
OBCL,ORISSA BENGAL CARRIER LTD
OBEROIRLTY,OBEROI REALTY LIMITED
OCCL,ORIENTAL CARBN & CHEM LTD
OFSS,ORACLE FIN SERV SOFT LTD.
OIL,OIL INDIA LTD
OILIETF,ICICIPRAMC - OILIETF
OLAELEC,OLA ELECTRIC MOBILITY LTD
OLECTRA,OLECTRA GREENTECH LIMITED
OMAXE,OMAXE LIMITED
OMINFRAL,OM INFRA LIMITED
ONEPOINT,ONE POINT ONE SOL LTD
ONGC,OIL AND NATURAL GAS CORP.
ONMOBILE,ONMOBILE GLOBAL LTD.
ONWARDTEC,ONWARD TECHNOLOGIES LTD
