symbol,name,isin,industry
AARTIDRUGS,Aarti Drugs Limited,INE767A01016,Pharmaceuticals
FDC,FDC Limited,INE258B01022,Pharmaceuticals
PURVA,Puravankara Limited,INE323I01011,Residential Commercial Projects
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,Iron & Steel Products
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,Other Utilities
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,Iron & Steel
JAICORPLTD,Jai Corp Limited,INE070D01027,Plastic Products - Industrial
KTKBANK,The Karnataka Bank Limited,INE614B01018,Private Sector Bank
FCL,Fineotex Chemical Limited,INE045J01026,Specialty Chemicals
ICIL,Indo Count Industries Limited,INE483B01026,Other Textile Products
ALLCARGO,Allcargo Logistics Limited,INE418H01029,Logistics Solution Provider
HARSHA,Harsha Engineers International Limited,INE0JUS01029,Other Industrial Products
BEPL,Bhansali Engineering Polymers Limited,INE922A01025,Specialty Chemicals
EMBDL,Equinox India Developments Limited,INE069I01010,Residential Commercial Projects
BAJAJELEC,Bajaj Electricals Limited,INE193E01025,Household Appliances
JSFB,Jana Small Finance Bank Limited,INE953L01027,Other Bank
JTEKTINDIA,Jtekt India Limited,INE643A01035,Auto Components & Equipments
HAPPYFORGE,Happy Forgings Limited,INE330T01021,Castings & Forgings
GATEWAY,Gateway Distriparks Limited,INE079J01017,Logistics Solution Provider
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,Compressors Pumps & Diesel Engines
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,Compressors Pumps & Diesel Engines
GLS,Glenmark Life Sciences Limited,INE03Q201024,Pharmaceuticals
DBL,Dilip Buildcon Limited,INE917M01012,Civil Construction
GREAVESCOT,Greaves Cotton Limited,INE224A01026,Compressors Pumps & Diesel Engines
BLUEJET,Blue Jet Healthcare Limited,INE0KBH01020,Pharmaceuticals
KSCL,Kaveri Seed Company Limited,INE455I01029,Other Agricultural Products
CSBBANK,CSB Bank Limited,INE679A01013,Private Sector Bank
TEAMLEASE,Teamlease Services Limited,INE985S01024,Diversified Commercial Services
STAR,Strides Pharma Science Limited,INE939A01011,Pharmaceuticals
GANESHHOUC,Ganesh Housing Corporation Limited,INE460C01014,Residential Commercial Projects
GHCL,GHCL Limited,INE539A01019,Commodity Chemicals
SENCO,Senco Gold Limited,INE602W01019,Gems Jewellery And Watches
EPIGRAL,Epigral Limited,INE071N01016,Specialty Chemicals
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,Tour Travel Related Services
FORCEMOT,FORCE MOTORS LTD,INE451A01017,Passenger Cars & Utility Vehicles
PGEL,PG Electroplast Limited,INE457L01029,Consumer Electronics
HERITGFOOD,Heritage Foods Limited,INE978A01027,Dairy Products
DEN,Den Networks Limited,INE947J01015,TV Broadcasting & Software Production
AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,Pharmaceuticals
INFIBEAM,Infibeam Avenues Limited,INE483S01020,Financial Technology (Fintech)
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,Aerospace & Defense
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,Hotels & Resorts
GOPAL,Gopal Snacks Limited,INE0L9R01028,Packaged Foods
MSTCLTD,Mstc Limited,INE255X01014,Trading & Distributors
ANURAS,Anupam Rasayan India Limited,INE930P01018,Specialty Chemicals
ADVENZYMES,Advanced Enzyme Technologies Limited,INE837H01020,Biotechnology
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,Hotels & Resorts
ASTRAMICRO,Astra Microwave Products Limited,INE386C01029,Aerospace & Defense
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,Lubricants
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,Paper & Paper Products
MARKSANS,Marksans Pharma Limited,INE750C01026,Pharmaceuticals
JKPAPER,JK Paper Limited,INE789E01012,Paper & Paper Products
HIKAL,Hikal Limited,INE475B01022,Pharmaceuticals
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,Dyes And Pigments
POLYPLEX,Polyplex Corporation Limited,INE633B01018,Packaging
KESORAMIND,Kesoram Industries Limited,INE087A01019,Cement & Cement Products
CIGNITITEC,Cigniti Technologies Limited,INE675C01017,IT Enabled Services
VESUVIUS,Vesuvius India Limited,INE386A01015,Electrodes & Refractories
LMW,LMW Limited,INE269B01029,Industrial Products
EVEREADY,Eveready Industries India Limited,INE128A01029,Household Products
NAZARA,Nazara Technologies Limited,INE418L01021,Digital Entertainment
BALMLAWRIE,Balmer Lawrie & Company Limited,INE164A01016,Diversified
CHOICEIN,Choice International Limited,INE102B01014,Holding Company
RESPONIND,Responsive Industries Limited,INE688D01026,Furniture Home Furnishing
TDPOWERSYS,TD Power Systems Limited,INE419M01027,Heavy Electrical Equipment
BOMDYEING,Bombay Dyeing & Mfg Company Limited,INE032A01023,Other Textile Products
TARC,TARC Limited,INE0EK901012,Residential Commercial Projects
ZYDUSWELL,Zydus Wellness Limited,INE768C01010,Packaged Foods
WONDERLA,Wonderla Holidays Limited,INE066O01014,Amusement Parks/ Other Recreation
HNDFDS,Hindustan Foods Limited,INE254N01026,Diversified FMCG
ARVIND,Arvind Limited,INE034A01011,Garments & Apparels
TIPSMUSIC,Tips Music Limited,INE716B01029,Media & Entertainment
MTARTECH,Mtar Technologies Limited,INE864I01014,Aerospace & Defense
KRBL,KRBL Limited,INE001B01026,Other Agricultural Products
ASKAUTOLTD,ASK Automotive Limited,INE491J01022,Auto Components & Equipments
DCBBANK,DCB Bank Limited,INE503A01015,Private Sector Bank
HCG,Healthcare Global Enterprises Limited,INE075I01017,Hospital
EMUDHRA,eMudhra Limited,INE01QM01018,IT Enabled Services
NESCO,Nesco Limited,INE317F01035,Diversified Commercial Services
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,Auto Components & Equipments
KSL,Kalyani Steels Limited,INE907A01026,Iron & Steel Products
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,Industrial Products
JKIL,J.Kumar Infraprojects Limited,INE576I01022,Civil Construction
ORIENTELEC,Orient Electric Limited,INE142Z01019,Household Appliances
REDTAPE,Redtape Limited,INE0LXT01019,Footwear
CARTRADE,Cartrade Tech Limited,INE290S01011,E-Retail/ E-Commerce
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,Iron & Steel
EPL,EPL Limited,INE255A01020,Packaging
WELENT,Welspun Enterprises Limited,INE625G01013,Civil Construction
MANINFRA,Man Infraconstruction Limited,INE949H01023,Civil Construction
DHANUKA,Dhanuka Agritech Limited,INE435G01025,Pesticides & Agrochemicals
WABAG,VA Tech Wabag Limited,INE956G01038,Water Supply & Management
JAIBALAJI,Jai Balaji Industries Limited,INE091G01018,Iron & Steel
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,Iron & Steel Products
LUXIND,Lux Industries Limited,INE150G01020,Garments & Apparels
DCXINDIA,DCX Systems Limited,INE0KL801015,Aerospace & Defense
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,Cement & Cement Products
NOCIL,NOCIL Limited,INE163A01018,Specialty Chemicals
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,Pharmaceuticals
SURYAROSNI,Surya Roshni Limited,INE335A01020,Iron & Steel Products
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,Auto Components & Equipments
ITDCEM,ITD Cementation India Limited,INE686A01026,Civil Construction
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,Civil Construction
SHILPAMED,Shilpa Medicare Limited,INE790G01031,Pharmaceuticals
AETHER,Aether Industries Limited,INE0BWX01014,Specialty Chemicals
ORIENTCEM,Orient Cement Limited,INE876N01018,Cement & Cement Products
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,Industrial Products
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,Pharmaceuticals
TEGA,Tega Industries Limited,INE011K01018,Industrial Products
ZENTEC,Zen Technologies Limited,INE251B01027,Aerospace & Defense
PGHL,Procter & Gamble Health Limited,INE199A01012,Pharmaceuticals
AVALON,Avalon Technologies Limited,INE0LCL01028,Other Electrical Equipment
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,Industrial Products
AMIORG,Ami Organics Limited,INE00FF01017,Pharmaceuticals
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,Commodity Chemicals
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,Pharmaceuticals
PRICOLLTD,Pricol Limited,INE726V01018,Auto Components & Equipments
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,Industrial Products
BECTORFOOD,Mrs. Bectors Food Specialities Limited,INE495P01012,Packaged Foods
VMART,V-Mart Retail Limited,INE665J01013,Diversified Retail
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,Plywood Boards/ Laminates
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,Plastic Products - Industrial
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,Water Supply & Management
SYMPHONY,Symphony Limited,INE225D01027,Household Appliances
PARADEEP,Paradeep Phosphates Limited,INE088F01024,Fertilizers
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,Gems Jewellery And Watches
