symbol,companyName,isin,industry
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
BDL,Bharat Dynamics Limited,INE171Z01026,Aerospace & Defense
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,Gems Jewellery And Watches
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
MARICO,Marico Limited,INE196A01026,Edible Oil
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Refineries & Marketing
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
ACC,ACC Limited,INE012A01025,Cement & Cement Products
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
RELIANCE,Reliance Industries Limited,INE002A01018,Refineries & Marketing
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
BAJAJFINSV,Bajaj Finserv Limited,INE918I01026,Holding Company
IOC,Indian Oil Corporation Limited,INE242A01010,Refineries & Marketing
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
BRITANNIA,Britannia Industries Limited,INE216A07052,Packaged Foods
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,Private Sector Bank
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
JSWSTEEL,JSW Steel Limited,INE019A04024,Iron & Steel
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
JSWENERGY,JSW Energy Limited,INE121E01018,Power Generation
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
LICI,Life Insurance Corporation Of India,INE0J1Y01017,Life Insurance
TRENT,Trent Limited,INE849A01020,Speciality Retail
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
INDHOTEL,The Indian Hotels Company Limited,INE053A07133,Hotels & Resorts
TITAN,Titan Company Limited,INE280A07025,Gems Jewellery And Watches
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components & Equipments
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
ITC,ITC Limited,INE154A01025,Diversified FMCG
ZEEL,Zee Entertainment Enterprises Limited,INE256A04022,TV Broadcasting & Software Production
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,Auto Components & Equipments
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
NHPC,NHPC Limited,INE848E07542,Power Generation
NTPC,NTPC Limited,INE733E07JE0,Power Generation
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
TVSMOTOR,TVS Motor Company Limited,INE494B01023,2/3 Wheelers
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,Heavy Electrical Equipment
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
IDFCFIRSTB,IDFC First Bank Limited,INE092T08CP8,Private Sector Bank
TATASTEEL,Tata Steel Limited,INE081A01020,Iron & Steel
DELHIVERY,Delhivery Limited,INE148O01028,Logistics Solution Provider
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
BAJFINANCE,Bajaj Finance Limited,INE296A01024,Non Banking Financial Company (NBFC)
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
UNIONBANK,Union Bank of India,INE692A01016,Public Sector Bank
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,Life Insurance
ICICIBANK,ICICI Bank Limited,IN9090A01045,Private Sector Bank
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,Non Banking Financial Company (NBFC)
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
SHRIRAMFIN,Shriram Finance Limited,INE721A07NZ0,Non Banking Financial Company (NBFC)
TATAMOTORS,Tata Motors Limited,INE155A01022,Passenger Cars & Utility Vehicles
PEL,Piramal Enterprises Limited,INE140A08SX5,Non Banking Financial Company (NBFC)
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
YESBANK,Yes Bank Limited,INE528G01035,Private Sector Bank
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
PFC,Power Finance Corporation Limited,INE134E07422,Financial Institution
SUZLON,Suzlon Energy Limited,INE040H01021,Heavy Electrical Equipment
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,E-Retail/ E-Commerce
SBIN,State Bank of India,INE062A08041,Public Sector Bank
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,Port & Port services
BANKINDIA,Bank of India,INE084A01016,Public Sector Bank
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A08051,Pharmaceuticals
AXISBANK,Axis Bank Limited,INE238A01034,Private Sector Bank
TATATECH,Tata Technologies Limited,INE142M01025,IT Enabled Services
ADANIPOWER,Adani Power Limited,INE814H01011,Integrated Power Utilities
SAIL,Steel Authority of India Limited,INE114A01011,Iron & Steel
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
KPITTECH,KPIT Technologies Limited,INE04I401011,Computers - Software & Consulting
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
IDEA,Vodafone Idea Limited,INE669E01016,Telecom - Cellular & Fixed line services
RECLTD,REC Limited,INE020B07HO1,Financial Institution
IRFC,Indian Railway Finance Corporation Limited,INE053F07652,Financial Institution
JIOFIN,Jio Financial Services Limited,INE758E01017,Non Banking Financial Company (NBFC)
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
VEDL,Vedanta Limited,INE205A01025,Diversified Metals
LODHA,Macrotech Developers Limited,INE670K01029,Residential Commercial Projects
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,Investment Company
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
M&M,Mahindra & Mahindra Limited,INE101A01026,Passenger Cars & Utility Vehicles
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
SJVN,SJVN Limited,INE002L01015,Power Generation
ABFRL,Aditya Birla Fashion and Retail Limited,INE647O01011,Speciality Retail
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
PNB,Punjab National Bank,INE160A01022,Public Sector Bank
LTF,L&T Finance Limited,INE498L01015,Investment Company
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
HINDALCO,Hindalco Industries Limited,IN9038A01010,Aluminium
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
BANKBARODA,Bank of Baroda,INE028A01039,Public Sector Bank
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
ZOMATO,Zomato Limited,INE758T01015,E-Retail/ E-Commerce
CANBK,Canara Bank,INE476A01022,Public Sector Bank
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,Oil Exploration & Production
BHEL,Bharat Heavy Electricals Limited,INE257A01026,Heavy Electrical Equipment
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities
COALINDIA,Coal India Limited,INE522F01014,Coal
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
