symbol,name
CANFINHOME,CAN FIN HOMES LTD
J_KBANK,J & K BANK LTD.
JSWHL,JSW HOLDINGS LTD
SAMMAANCAP,SAMMAAN CAPITAL LTD
EDELWEISS,EDELWEISS FIN SERV LTD
RBLBANK,RBL BANK LTD
HOMEFIRST,HOME FIRST FIN CO IND LTD
PURVA,PURAVANKARA LTD
SBFC,SBFC FINANCE LTD
MAXESTATES,MAX ESTATES LTD
THOMASCOOK,THOMAS COOK (INDIA) LTD
RUSTOMJEE,KEYSTONE REALTORS LTD
DBREALTY,VALOR ESTATE LTD
CMSINFO,CMS INFO SYSTEMS LTD
RELIGARE,RELIGARE ENTER. LTD.
KTKBANK,KARNATAKA BANK LTD
SUNTECK,SUNTECK REALTY LTD
EQUITASBNK,EQUITAS SMALL FIN BNK LTD
MAHLIFE,MAHINDRA LIFESPACE DEVLTD
SUNDARMHLD,SUNDARAM FINANCE HOLD LTD
INDIASHLTR,INDIA SHELTER FIN CORP L
MANINFRA,MAN INFRA LTD
PILANIINVS,PILANI INV & IND COR LTD
TMB,TAMILNAD MERCA BANK LTD
EMBDL,EQUINOX INDIA DEV LTD
TARC,TARC LTD
SOUTHBANK,THE SOUTH INDIAN BANK LTD
SHAREINDIA,SHARE IND. SECURITIES LTD
CSBBANK,CSB BANK LTD
MASFIN,MAS FINANCIAL SERV LTD
HEMIPROP,HEMISPHERE PROP IND LTD
JSFB,JANA SMALL FIN BANK LTD
AWFIS,AWFIS SPACE SOLUTIONS LTD
UTKARSHBNK,UTKARSH SMALL FIN BANK L
MEDIASSIST,MEDI ASSIST HEALTH SER L
ARVSMART,ARVIND SMARTSPACES LTD
PAISALO,PAISALO DIGITAL LTD
NORTHARC,NORTHERN ARC CAPITAL LTD
FEDFINA,FEDBANK FINANCIAL SER L
DCBBANK,DCB BANK LTD
INDOSTAR,INDOSTAR CAPITAL FIN LTD
GEOJITFSL,GEOJIT FINANCIAL SER L
DHANI,DHANI SERVICES LTD
SANGHVIMOV,SANGHVI MOVERS LTD
MUTHOOTMF,MUTHOOT MICROFIN LTD
MONARCH,MONARCH NETWORTH CAP LTD
RPSGVENT,RPSG VENTURES LTD
AJMERA,AJMERA REALTY & INF I LTD
NSIL,NALWA SONS INVESTMENT LTD
FINOPB,FINO PAYMENTS BANK LTD
ASHIANA,ASHIANA HOUSING LTD
REPCOHOME,REPCO HOME FINANCE LTD
SPANDANA,SPANDANA SPHOORTY FIN LTD
MARATHON,MARATHON NXTGEN REALT LTD
PFS,PTC INDIA FIN SERV LTD
KICL,KALYANI INVEST CO LTD
KOLTEPATIL,KOLTE PATIL DEV. LTD.
BFINVEST,BF INVESTMENT LTD
DOLATALGO,DOLAT ALGOTECH LTD
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L
ESAFSFB,ESAF SMALL FINANCE BANK L
UGROCAP,UGRO CAPITAL LTD
FUSION,FUSION FINANCE LTD
HUBTOWN,HUBTOWN LTD
APOLLOPIPE,APOLLO PIPES LTD
OMAXE,OMAXE LTD
PNBGILTS,PNB GILTS LTD
SBGLP,SURATWWALA BUS GROUP LTD
AHL,ABANS HOLDINGS LTD
SHRIRAMPPS,SHRIRAM PROPERTIES LTD
MUFIN,MUFIN GREEN FINANCE LTD
SATIN,SATIN CREDIT NET LTD
WEALTH,WEALTH FRST PORT. MG. LTD
5PAISA,5PAISA CAPITAL LTD
SURYODAY,SURYODAY SMALL FIN BK LTD
ARMANFIN,ARMAN FIN SERV LTD
TFCILTD,TOURISM FINANCE CORP. OF
PENINLAND,PENINSULA LAND LTD
AGIIL,AGI INFRA LTD
SMCGLOBAL,SMC GLOBAL SECURITIES LTD
CREST,CREST VENTURES LTD
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD
CENTRUM,CENTRUM CAPITAL LTD
VLSFINANCE,VLS FINANCE LTD
VHL,VARDHMAN HOLDINGS LTD
CAPITALSFB,CAPITAL SMALL FIN BANK L
OSWALGREEN,OSWAL GREENTECH LTD
GICHSGFIN,GIC HOUSING FINANCE LTD
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD
PRIMESECU,PRIME SECURITIES LTD
THEINVEST,THE INVEST TRUST OF IND L
INDOTHAI,INDO THAI SEC LTD
BLAL,BEML LAND ASSETS LTD
TREL,TRANSINDIA REAL ESTATE L
OSWALAGRO,OSWAL AGRO MILLS LTD
STEL,STEL HOLDINGS LTD
DHANBANK,DHANLAXMI BANK LTD
BIRLAMONEY,ADITYA BIRLA MONEY LTD
GEECEE,GEECEE VENTURES LTD
PARSVNATH,PARSVNATH DEVELOPER LTD
ELDEHSG,ELDECO HSG & IND LTD.
JPOLYINVST,JIND POL INV & FIN CO LTD
CSLFINANCE,CSL FINANCE LTD
IITL,INDUSTRIAL INV TRUST LTD
JINDALPHOT,JINDAL PHOTO LTD
MANBA,MANBA FINANCE LTD
TARACHAND,TARA CHAND INFRA SOLN LTD
SILINV,SIL INVESTMENTS LTD
EMKAY,EMKAY GLOBAL FIN SERV LTD
MUTHOOTCAP,MUTHOOT CAP SERV LTD
WTICAB,WISE TRAVEL INDIA LTD
NBIFIN,N.B.I. IND. FIN. CO. LTD
UYFINCORP,U. Y. FINCORP LTD
NDGL,NAGA DHUNSERI GROUP LTD
PTL,PTL ENTERPRISES LTD
ALMONDZ,ALMONDZ GLOBAL SEC LTD
NAHARCAP,NAHAR CAP & FIN.
SRGHFL,SRG HOUSING FINANCE L
VIPULLTD,VIPUL LTD
SUMIT,SUMIT WOODS LTD
VIESL,VISION INFRA EQUIP SOL L
EMAMIREAL,EMAMI REALTY LTD
KBCGLOBAL,KBC GLOBAL LTD
IVC,IL&FS INVESTMENT MANAGERS
PROZONER,PROZONE REALTY LTD
AVONMORE,AVONMORE CAP&MGT SERV LTD
WELINV,WELSPUN INV & COMM LTD
RNFI,RNFI SERVICES LTD
DELPHIFX,DELPHI WORLD MONEY LTD
LANCORHOL,LANCOR HOLDINGS LTD
VR,V R INFRASPACE LTD
MANCREDIT,MANGAL CREDIT N FINCORP L
STARTECK,STARTECK FINANCE LTD
TRU,TRUCAP FINANCE LTD
CROWN,CROWN LIFTERS LTD
IEL,INDIABULLS ENT LTD
INVENTURE,INVENTURE GRO & SEC LTD
ASCOM,ASCOM LEASIN & INVEST LTD
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L
AMJLAND,AMJ LAND HOLDINGS LTD
HDIL,HOUSING DEV & INFRA LTD
RHFL,RELIANCE HOME FINANCE LTD
CORALFINAC,CORAL INDIA FIN & HOUS LTD
INDBANK,INDBANK MERCH BANK
CAPTRUST,CAPITAL TRUST LTD
GANGESSECU,GANGES SECURITIES LTD
KEYFINSERV,KEYNOTE FIN SERV LTD.
BAIDFIN,BAID FINSERV LTD
IBLFL,IBL FINANCE LTD
ANSALAPI,ANSAL PROP & INFRA LTD
DBSTOCKBRO,DB (INT) STOCK BROKERS
AUSOMENT,AUSOM ENTERPRISE LTD
STEELCITY,STEEL CITY SECURITIES LTD
TFL,TRANSWARRANTY FIN. LTD.
MOTOGENFIN,MOTOR & GENERAL FINANCE L
LPDC,LANDMARK PR.DEV.CO.LTD
TIMESGTY,TIMES GUARANTY LTD
YAARI,YAARI DIGI INT SER LTD
21STCENMGM,21ST CENTURY MGMT SERVICE
BLBLIMITED,BLB LTD
HBSL,HB STOCKHOLDINGS LTD
MYMUDRA,MY MUDRA FINCORP LTD
AKIKO,AKIKO GLOBAL SERVICES L
LFIC,LAKSHMI FIN IND CORP LTD
3PLAND,3P LAND HOLDINGS LTD
GOLDENTOBC,GOLDEN TOBACCO LTD
GATECH,GACM TECHNOLOGIES LTD
TECHIN,TECHINDIA NIRMAN LTD
MASKINVEST,MASK INVESTMENTS LTD
ICDSLTD,ICDS LTD
COUNCODOS,COUNTRY CONDO S LTD
KHANDSE,KHANDWALA SECURITIES LTD
BLUECHIP,BLUE CHIP INDIA LTD
PODDARHOUS,PODDAR HOUSE & DVPT LTD
WILLAMAGOR,WILLIAMSON MAGOR
VIJIFIN,VIJI FINANCE LTD
NAGREEKCAP,NAGREEKA CAP & INFR.LTD
ONELIFECAP,ONELIFE CAP ADVISORS LTD
GLFL,GUJARAT LEASE FINANCING L
DCMFINSERV,DCM FINANCIAL SERVICES LTD
TCIFINANCE,TCIFINANCELTD-ROLL SETT
