symbol,name,isin,industry
NIACL,The New India Assurance Company Limited,INE470Y01017,General Insurance
TEJASNET,Tejas Networks Limited,INE010J01012,Telecom - Equipment & Accessories
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components & Equipments
WELSPUNLIV,Welspun Living Limited,INE192B01031,Other Textile Products
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,Gems Jewellery And Watches
RRKABEL,R R Kabel Limited,INE777K01022,Cables - Electricals
LAURUSLABS,Laurus Labs Limited,INE947Q01028,Pharmaceuticals
PNCINFRA,PNC Infratech Limited,INE195J01029,Civil Construction
ABSLAMC,Aditya Birla Sun Life AMC Limited,INE404A01024,Asset Management Company
NUVAMA,Nuvama Wealth Management Limited,INE531F01015,Stockbroking & Allied
YESBANK,Yes Bank Limited,INE528G01035,Private Sector Bank
SCI,Shipping Corporation Of India Limited,INE109A01011,Shipping
CIEINDIA,CIE Automotive India Limited,INE536H01010,Auto Components & Equipments
GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings
BANKINDIA,Bank of India,INE084A01016,Public Sector Bank
NSLNISP,NMDC Steel Limited,INE0NNS01018,Iron & Steel
VBL,Varun Beverages Limited,INE200M01039,Other Beverages
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,Hotels & Resorts
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,Investment Company
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Microfinance Institutions
SCHAEFFLER,Schaeffler India Limited,INE513A01022,Auto Components & Equipments
CONCORDBIO,Concord Biotech Limited,INE338H01029,Pharmaceuticals
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,Other Bank
CERA,Cera Sanitaryware Limited,INE739E01017,Sanitary Ware
INDGN,Indegene Limited,INE065X01017,Healthcare Research Analytics & Technology
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
SJVN,SJVN Limited,INE002L01015,Power Generation
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
FINCABLES,Finolex Cables Limited,INE235A01022,Cables - Electricals
FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,Private Sector Bank
TRIDENT,Trident Limited,INE064C01022,Other Textile Products
CGCL,Capri Global Capital Limited,INE180C01042,Non Banking Financial Company (NBFC)
ALOKINDS,Alok Industries Limited,INE270A01029,Other Textile Products
QUESS,Quess Corp Limited,INE615P01015,Diversified Commercial Services
VARROC,Varroc Engineering Limited,INE665L01035,Auto Components & Equipments
AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,Housing Finance Company
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services
KAYNES,Kaynes Technology India Limited,INE918Z01012,Industrial Products
JWL,Jupiter Wagons Limited,INE209L01016,Railway Wagons
KFINTECH,Kfin Technologies Limited,INE138Y01010,Depositories Clearing Houses and Other Intermediaries
SKFINDIA,SKF India Limited,INE640A01023,Abrasives & Bearings
HBLPOWER,HBL Power Systems Limited,INE292B01021,Auto Components & Equipments
RAYMOND,Raymond Limited,INE301A01014,Residential Commercial Projects
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,Power Generation
MMTC,MMTC Limited,INE123F01029,Trading & Distributors
TIMKEN,Timken India Limited,INE325A01013,Abrasives & Bearings
MARICO,Marico Limited,INE196A01026,Edible Oil
COROMANDEL,Coromandel International Limited,INE169A01031,Fertilizers
KNRCON,KNR Constructions Limited,INE634I01029,Civil Construction
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,E-Retail/ E-Commerce
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,Commodity Chemicals
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,Port & Port services
MANAPPURAM,Manappuram Finance Limited,INE522D01027,Non Banking Financial Company (NBFC)
AIAENG,AIA Engineering Limited,INE212H01026,Castings & Forgings
BSOFT,BIRLASOFT LIMITED,INE836A01035,Computers - Software & Consulting
CANBK,Canara Bank,INE476A01022,Public Sector Bank
AMBER,Amber Enterprises India Limited,INE371P01015,Household Appliances
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
JIOFIN,Jio Financial Services Limited,INE758E01017,Non Banking Financial Company (NBFC)
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,Personal Care
BHEL,Bharat Heavy Electricals Limited,INE257A01026,Heavy Electrical Equipment
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,Restaurants
GPPL,Gujarat Pipavav Port Limited,INE517F01014,Port & Port services
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,Residential Commercial Projects
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
PFIZER,Pfizer Limited,INE182A01018,Pharmaceuticals
DBREALTY,Valor Estate Limited,INE879I01012,Residential Commercial Projects
GPIL,Godawari Power And Ispat limited,INE177H01039,Iron & Steel Products
BALAMINES,Balaji Amines Limited,INE050E01027,Specialty Chemicals
GODREJAGRO,Godrej Agrovet Limited,INE850D01014,Animal Feed
ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,Specialty Chemicals
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,Financial Institution
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,Cigarettes & Tobacco Products
CUB,City Union Bank Limited,INE491A01021,Private Sector Bank
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,Cement & Cement Products
RENUKA,Shree Renuka Sugars Limited,INE087H01022,Sugar
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,Tour Travel Related Services
PFC,Power Finance Corporation Limited,INE134E01011,Financial Institution
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,Other Telecom Services
TATAMOTORS,Tata Motors Limited,INE155A01022,Passenger Cars & Utility Vehicles
MINDACORP,Minda Corporation Limited,INE842C01021,Auto Components & Equipments
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,TV Broadcasting & Software Production
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
PRAJIND,Praj Industries Limited,INE074A01025,Industrial Products
ARE&M,Amara Raja Energy & Mobility Limited,INE885A01032,Auto Components & Equipments
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,Investment Company
VIPIND,VIP Industries Limited,INE054A01027,Plastic Products - Consumer
TITAN,Titan Company Limited,INE280A01028,Gems Jewellery And Watches
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
JMFINANCIL,JM Financial Limited,INE780C01023,Holding Company
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,Household Products
IRCON,Ircon International Limited,INE962Y01021,Civil Construction
NATCOPHARM,Natco Pharma Limited,INE987B01026,Pharmaceuticals
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,Auto Components & Equipments
IOB,Indian Overseas Bank,INE565A01014,Public Sector Bank
KPIL,Kalpataru Projects International Limited,INE220B01022,Civil Construction
BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,Holding Company
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel
BANKBARODA,Bank of Baroda,INE028A01039,Public Sector Bank
CANFINHOME,Can Fin Homes Limited,INE477A01020,Housing Finance Company
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,Compressors Pumps & Diesel Engines
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,Non Banking Financial Company (NBFC)
THERMAX,Thermax Limited,INE152A01029,Heavy Electrical Equipment
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
HONAUT,Honeywell Automation India Limited,INE671A01010,Industrial Products
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
DEVYANI,Devyani International Limited,INE872J01023,Restaurants
BIKAJI,Bikaji Foods International Limited,INE00E101023,Packaged Foods
IEX,Indian Energy Exchange Limited,INE022Q01020,Exchange and Data Platform
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
ABBOTINDIA,Abbott India Limited,INE358A01014,Pharmaceuticals
NTPC,NTPC Limited,INE733E01010,Power Generation
VEDL,Vedanta Limited,INE205A01025,Diversified Metals
CESC,CESC Limited,INE486A01021,Integrated Power Utilities
UCOBANK,UCO Bank,INE691A01018,Public Sector Bank
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution
SUVENPHAR,Suven Pharmaceuticals Limited,INE03QK01018,Pharmaceuticals
UPL,UPL Limited,INE628A01036,Pesticides & Agrochemicals
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
HINDALCO,Hindalco Industries Limited,INE038A01020,Aluminium
VGUARD,V-Guard Industries Limited,INE951I01027,Household Appliances
AXISBANK,Axis Bank Limited,INE238A01034,Private Sector Bank
CLEAN,Clean Science and Technology Limited,INE227W01023,Specialty Chemicals
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
RECLTD,REC Limited,INE020B01018,Financial Institution
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,Auto Components & Equipments
LICI,Life Insurance Corporation Of India,INE0J1Y01017,Life Insurance
PVRINOX,PVR INOX Limited,INE191H01014,Film Production Distribution & Exhibition
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,Financial Institution
ABREL,Aditya Birla Real Estate Limited,INE055A01016,Paper & Paper Products
INTELLECT,Intellect Design Arena Limited,INE306R01017,Computers - Software & Consulting
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
GET&D,GE T&D India Limited,INE200A01026,Heavy Electrical Equipment
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company
HINDZINC,Hindustan Zinc Limited,INE267A01025,Zinc
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
TATASTEEL,Tata Steel Limited,INE081A01020,Iron & Steel
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,Sugar
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
ELECON,Elecon Engineering Company Limited,INE205B01031,Industrial Products
BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,Telecom - Cellular & Fixed line services
ENGINERSIN,Engineers India Limited,INE510A01028,Civil Construction
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,Railway Wagons
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,Household Appliances
RITES,RITES Limited,INE320J01015,Civil Construction
CELLO,Cello World Limited,INE0LMW01024,Houseware
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,Life Insurance
ADANIPOWER,Adani Power Limited,INE814H01011,Integrated Power Utilities
ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
WELCORP,Welspun Corp Limited,INE191B01025,Iron & Steel Products
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,Computers - Software & Consulting
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,Fertilizers
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,Heavy Electrical Equipment
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Refineries & Marketing
EIDPARRY,EID Parry India Limited,INE126A01031,Fertilizers
JUSTDIAL,Just Dial Limited,INE599M01018,Internet & Catalogue Retail
JBMA,JBM Auto Limited,INE927D01044,Auto Components & Equipments
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,Ship Building & Allied Services
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,Paints
HSCL,Himadri Speciality Chemical Limited,INE019C01026,Specialty Chemicals
NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,Computers - Software & Consulting
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
NETWEB,Netweb Technologies India Limited,INE0NT901020,Computers Hardware & Equipments
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,Private Sector Bank
ACI,Archean Chemical Industries Limited,INE128X01021,Specialty Chemicals
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,E-Retail/ E-Commerce
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,Specialty Chemicals
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,Pharmaceuticals
CDSL,Central Depository Services (India) Limited,INE736A01011,Depositories Clearing Houses and Other Intermediaries
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
TVSMOTOR,TVS Motor Company Limited,INE494B01023,2/3 Wheelers
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
JSWENERGY,JSW Energy Limited,INE121E01018,Power Generation
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products
FINPIPE,Finolex Industries Limited,INE183A01024,Plastic Products - Industrial
COALINDIA,Coal India Limited,INE522F01014,Coal
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,Housing Finance Company
UNIONBANK,Union Bank of India,INE692A01016,Public Sector Bank
MEDANTA,Global Health Limited,INE474Q01031,Hospital
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals
BAJAJFINSV,Bajaj Finserv Limited,INE918I01026,Holding Company
DABUR,Dabur India Limited,INE016A01026,Personal Care
USHAMART,Usha Martin Limited,INE228A01035,Iron & Steel Products
CYIENT,Cyient Limited,INE136B01020,IT Enabled Services
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
MGL,Mahanagar Gas Limited,INE002S01010,LPG/CNG/PNG/LNG Supplier
RADICO,Radico Khaitan Limited,INE944F01028,Breweries & Distilleries
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
INOXINDIA,INOX India Limited,INE616N01034,Other Industrial Products
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
RELIANCE,Reliance Industries Limited,INE002A01018,Refineries & Marketing
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,Fertilizers
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,Ceramics
SRF,SRF Limited,INE647A01010,Specialty Chemicals
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
GILLETTE,Gillette India Limited,INE322A01010,Personal Care
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,Housing Finance Company
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,Electrodes & Refractories
VTL,Vardhman Textiles Limited,INE825A01020,Other Textile Products
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,Private Sector Bank
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
CCL,CCL Products (India) Limited,INE421D01022,Tea & Coffee
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company
BAYERCROP,Bayer Cropscience Limited,INE462A01022,Pesticides & Agrochemicals
NEWGEN,Newgen Software Technologies Limited,INE619B01017,Computers - Software & Consulting
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,Industrial Minerals
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
SHRIRAMFIN,Shriram Finance Limited,INE721A01013,Non Banking Financial Company (NBFC)
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,Financial Products Distributor
ACC,ACC Limited,INE012A01025,Cement & Cement Products
SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software & Consulting
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
BAJFINANCE,Bajaj Finance Limited,INE296A01024,Non Banking Financial Company (NBFC)
BALRAMCHIN,Balrampur Chini Mills Limited,INE119A01028,Sugar
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
GICRE,General Insurance Corporation of India,INE481Y01014,General Insurance
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
ATUL,Atul Limited,INE100A01010,Specialty Chemicals
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,Pharmaceuticals
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,Heavy Electrical Equipment
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,Non Banking Financial Company (NBFC)
HINDCOPPER,Hindustan Copper Limited,INE531E01026,Copper
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,Non Banking Financial Company (NBFC)
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
3MINDIA,3M India Limited,INE470A01017,Diversified
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
ITC,ITC Limited,INE154A01025,Diversified FMCG
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,Logistics Solution Provider
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
GSPL,Gujarat State Petronet Limited,INE246F01010,Gas Transmission/Marketing
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
SBIN,State Bank of India,INE062A01020,Public Sector Bank
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,Aerospace & Defense
ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied
HONASA,Honasa Consumer Limited,INE0J5401028,Personal Care
SBFC,SBFC Finance Limited,INE423Y01016,Non Banking Financial Company (NBFC)
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
HFCL,HFCL Limited,INE548A01028,Telecom - Infrastructure
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,Other Telecom Services
JSWSTEEL,JSW Steel Limited,INE019A01038,Iron & Steel
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,Commodity Chemicals
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,Fertilizers
BATAINDIA,Bata India Limited,INE176A01028,Footwear
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
CENTRALBK,Central Bank of India,INE483A01010,Public Sector Bank
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
