symbol,name,isin,industry
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,Personal Care
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
IOB,Indian Overseas Bank,INE565A01014,Public Sector Bank
THERMAX,Thermax Limited,INE152A01029,Heavy Electrical Equipment
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
HONAUT,Honeywell Automation India Limited,INE671A01010,Industrial Products
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
ABBOTINDIA,Abbott India Limited,INE358A01014,Pharmaceuticals
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution
UPL,UPL Limited,INE628A01036,Pesticides & Agrochemicals
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,Financial Institution
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
HINDZINC,Hindustan Zinc Limited,INE267A01025,Zinc
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,Telecom - Cellular & Fixed line services
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,Ship Building & Allied Services
ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products
MEDANTA,Global Health Limited,INE474Q01031,Hospital
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals
SRF,SRF Limited,INE647A01010,Specialty Chemicals
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company
BAYERCROP,Bayer Cropscience Limited,INE462A01022,Pesticides & Agrochemicals
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
ACC,ACC Limited,INE012A01025,Cement & Cement Products
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
GICRE,General Insurance Corporation of India,INE481Y01014,General Insurance
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,Heavy Electrical Equipment
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,Non Banking Financial Company (NBFC)
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
3MINDIA,3M India Limited,INE470A01017,Diversified
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,Refineries & Marketing
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,Investment Company
GODREJIND,Godrej Industries Limited,INE233A01035,Diversified
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
UBL,United Breweries Limited,INE686F01025,Breweries & Distilleries
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments
KEI,KEI Industries Limited,INE878B01027,Cables - Electricals
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
NLCINDIA,NLC India Limited,INE589A01014,Power Generation
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
AWL,Adani Wilmar Limited,INE699H01024,Edible Oil
KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products
UNOMINDA,UNO Minda Limited,INE405E01023,Auto Components & Equipments
METROBRAND,Metro Brands Limited,INE317I01021,Footwear
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
