symbol,name,isin,industry
IRCON,Ircon International Limited,INE962Y01021,Civil Construction
NATCOPHARM,Natco Pharma Limited,INE987B01026,Pharmaceuticals
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,Auto Components & Equipments
KPIL,Kalpataru Projects International Limited,INE220B01022,Civil Construction
IEX,Indian Energy Exchange Limited,INE022Q01020,Exchange and Data Platform
CESC,CESC Limited,INE486A01021,Integrated Power Utilities
UCOBANK,UCO Bank,INE691A01018,Public Sector Bank
PVRINOX,PVR INOX Limited,INE191H01014,Film Production Distribution & Exhibition
ABREL,Aditya Birla Real Estate Limited,INE055A01016,Paper & Paper Products
INTELLECT,Intellect Design Arena Limited,INE306R01017,Computers - Software & Consulting
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,Railway Wagons
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,Household Appliances
RITES,RITES Limited,INE320J01015,Civil Construction
ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,Computers - Software & Consulting
JBMA,JBM Auto Limited,INE927D01044,Auto Components & Equipments
NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,Specialty Chemicals
CDSL,Central Depository Services (India) Limited,INE736A01011,Depositories Clearing Houses and Other Intermediaries
CYIENT,Cyient Limited,INE136B01020,IT Enabled Services
MGL,Mahanagar Gas Limited,INE002S01010,LPG/CNG/PNG/LNG Supplier
RADICO,Radico Khaitan Limited,INE944F01028,Breweries & Distilleries
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,Private Sector Bank
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,Industrial Minerals
SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software & Consulting
ATUL,Atul Limited,INE100A01010,Specialty Chemicals
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,Pharmaceuticals
HINDCOPPER,Hindustan Copper Limited,INE531E01026,Copper
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,Non Banking Financial Company (NBFC)
GSPL,Gujarat State Petronet Limited,INE246F01010,Gas Transmission/Marketing
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,Aerospace & Defense
ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied
HFCL,HFCL Limited,INE548A01028,Telecom - Infrastructure
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,Other Telecom Services
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,Fertilizers
BATAINDIA,Bata India Limited,INE176A01028,Footwear
CENTRALBK,Central Bank of India,INE483A01010,Public Sector Bank
PEL,Piramal Enterprises Limited,INE140A01024,Non Banking Financial Company (NBFC)
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,Housing Finance Company
RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products
OLECTRA,Olectra Greentech Limited,INE260D01016,Passenger Cars & Utility Vehicles
SWANENERGY,Swan Energy Limited,INE665A01038,Diversified
AEGISLOG,Aegis Logistics Limited,INE208C01025,Trading - Gas
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,Aerospace & Defense
ACE,Action Construction Equipment Limited,INE731H01025,Construction Vehicles
ASTERDM,Aster DM Healthcare Limited,INE914M01019,Hospital
FSL,Firstsource Solutions Limited,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
MCX,Multi Commodity Exchange of India Limited,INE745G01035,Exchange and Data Platform
BEML,BEML Limited,INE258A01016,Construction Vehicles
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider
APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment
INOXWIND,Inox Wind Limited,INE066P01011,Heavy Electrical Equipment
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,Iron & Steel Products
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,Shipping
ZENSARTECH,Zensar Technologies Limited,INE520A01027,Computers - Software & Consulting
AFFLE,Affle (India) Limited,INE00WC01027,IT Enabled Services
REDINGTON,Redington Limited,INE891D01026,Trading & Distributors
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied
NH,Narayana Hrudayalaya Ltd.,INE410P01011,Hospital
