symbol,companyName,isin,industry
PNB,Punjab National Bank,INE160A01022,Public Sector Bank
M&M,Mahindra & Mahindra Limited,INE101A01026,Passenger Cars & Utility Vehicles
HINDALCO,Hindalco Industries Limited,INE038A01020,Aluminium
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
BANKBARODA,Bank of Baroda,INE028A01039,Public Sector Bank
ZOMATO,Zomato Limited,INE758T01015,E-Retail/ E-Commerce
CANBK,Canara Bank,INE476A01022,Public Sector Bank
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities
COALINDIA,Coal India Limited,INE522F01014,Coal
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,Oil Exploration & Production
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
