symbol,name,isin,industry
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
SHRIRAMFIN,Shriram Finance Limited,INE721A01013,Non Banking Financial Company (NBFC)
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
BAJFINANCE,Bajaj Finance Limited,INE296A01024,Non Banking Financial Company (NBFC)
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
ITC,ITC Limited,INE154A01025,Diversified FMCG
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
SBIN,State Bank of India,INE062A01020,Public Sector Bank
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
JSWSTEEL,JSW Steel Limited,INE019A01038,Iron & Steel
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
TRENT,Trent Limited,INE849A01020,Speciality Retail
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
ICICIBANK,ICICI Bank Limited,INE090A01021,Private Sector Bank
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
LODHA,Macrotech Developers Limited,INE670K01029,Residential Commercial Projects
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
BRITANNIA,Britannia Industries Limited,INE216A01030,Packaged Foods
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,Pharmaceuticals
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
