symbol,companyName,isin,industry
GPIL,Godawari Power And Ispat limited,INE177H01021,Iron & Steel Products
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,Ship Building & Allied Services
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,Pesticides & Agrochemicals
KAYNES,Kaynes Technology India Limited,INE918Z01012,Industrial Products
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,Aerospace & Defense
SUNTECK,Sunteck Realty Limited,INE805D01034,Residential Commercial Projects
EPL,EPL Limited,INE255A01020,Packaging
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,Iron & Steel Products
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,Gems Jewellery And Watches
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
CLEAN,Clean Science and Technology Limited,INE227W01023,Specialty Chemicals
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,Pharmaceuticals
CENTURYTEX,Century Textiles & Industries Limited,INE055A01016,Paper & Paper Products
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
SKFINDIA,SKF India Limited,INE640A01023,Abrasives & Bearings
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,Non Banking Financial Company (NBFC)
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
MCX,Multi Commodity Exchange of India Limited,INE745G01035,Exchange and Data Platform
TATAINVEST,Tata Investment Corporation Limited,INE672A13013,Investment Company
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
BRIGADE,Brigade Enterprises Limited,INE791I01019,Residential Commercial Projects
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,Residential Commercial Projects
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
SANOFI,Sanofi India Limited,INE058A01010,Pharmaceuticals
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals
DOMS,DOMS Industries Limited,INE321T01012,Stationary
USHAMART,Usha Martin Limited,INE228A01035,Iron & Steel Products
ASTERDM,Aster DM Healthcare Limited,INE914M01019,Hospital
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
BAYERCROP,Bayer Cropscience Limited,INE462A01022,Pesticides & Agrochemicals
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
BLUESTARCO,Blue Star Limited,INE472A01039,Household Appliances
SAPPHIRE,Sapphire Foods India Limited,INE806T01012,Restaurants
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,Pharmaceuticals
EIDPARRY,EID Parry India Limited,INE126A01031,Fertilizers
DABUR,Dabur India Limited,INE016A01026,Personal Care
CASTROLIND,Castrol India Limited,INE172A01027,Lubricants
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,Paints
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
MASTEK,Mastek Limited,INE759A01021,Computers - Software & Consulting
ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments
KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products
AEGISLOG,Aegis Logistics Limited,INE208C01025,Trading - Gas
ASTRAZEN,AstraZeneca Pharma India Limited,INE203A07019,Pharmaceuticals
BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,Holding Company
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,Aerospace & Defense
CEATLTD,CEAT Limited,INE482A01020,Tyres & Rubber Products
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,Auto Components & Equipments
CAMS,Computer Age Management Services Limited,INE596I01012,Depositories Clearing Houses and Other Intermediaries
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,Cement & Cement Products
PCBL,PCBL LIMITED,INE602A01031,Carbon Black
BIRLACORPN,Birla Corporation Limited,INE340A01012,Cement & Cement Products
JUSTDIAL,Just Dial Limited,INE599M01018,Internet & Catalogue Retail
RENUKA,Shree Renuka Sugars Limited,INE087H01022,Sugar
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,Commodity Chemicals
AWL,Adani Wilmar Limited,INE699H01024,Edible Oil
JBMA,JBM Auto Limited,INE927D01044,Auto Components & Equipments
JWL,Jupiter Wagons Limited,INE209L01016,Railway Wagons
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01017,Hospital
ALOKINDS,Alok Industries Limited,INE270A01029,Other Textile Products
UTIAMC,UTI Asset Management Company Limited,INE094J01016,Asset Management Company
UPL,UPL Limited,INE628A03024,Pesticides & Agrochemicals
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,Healthcare Service Provider
NATCOPHARM,Natco Pharma Limited,INE987B01026,Pharmaceuticals
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
GILLETTE,Gillette India Limited,INE322A01010,Personal Care
LAURUSLABS,Laurus Labs Limited,INE947Q01028,Pharmaceuticals
DEVYANI,Devyani International Limited,INE872J01023,Restaurants
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
HSCL,Himadri Speciality Chemical Limited,INE019C01026,Specialty Chemicals
GPPL,Gujarat Pipavav Port Limited,INE517F01014,Port & Port services
VBL,Varun Beverages Limited,INE200M01021,Other Beverages
HFCL,HFCL Limited,INE548A01028,Telecom - Infrastructure
TRITURBINE,Triveni Turbine Limited,INE152M01016,Heavy Electrical Equipment
KEI,KEI Industries Limited,INE878B01027,Cables - Electricals
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
ADANIGREEN,Adani Green Energy Limited,INE364U01010,Power Generation
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,Household Products
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,Pharmaceuticals
VGUARD,V-Guard Industries Limited,INE951I01027,Household Appliances
SUNTV,Sun TV Network Limited,INE424H01027,TV Broadcasting & Software Production
MTARTECH,Mtar Technologies Limited,INE864I01014,Aerospace & Defense
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,Stockbroking & Allied
WELSPUNLIV,Welspun Living Limited,INE192B01031,Other Textile Products
BDL,Bharat Dynamics Limited,INE171Z01026,Aerospace & Defense
MEDPLUS,Medplus Health Services Limited,INE804L01022,Pharmacy Retail
TIMKEN,Timken India Limited,INE325A01013,Abrasives & Bearings
BALAMINES,Balaji Amines Limited,INE050E01027,Specialty Chemicals
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
TANLA,Tanla Platforms Limited,INE483C01032,Software Products
DMART,Avenue Supermarts Limited,INE192R01011,Diversified Retail
RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products
PVRINOX,PVR INOX Limited,INE191H01014,Film Production Distribution & Exhibition
CHALET,Chalet Hotels Limited,INE427F01016,Hotels & Resorts
RAYMOND,Raymond Limited,INE301A01014,Residential Commercial Projects
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,Specialty Chemicals
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
SAFARI,Safari Industries (India) Limited,INE429E01023,Plastic Products - Consumer
SOBHA,Sobha Limited,INE671H01015,Residential Commercial Projects
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
JKPAPER,JK Paper Limited,INE789E01012,Paper & Paper Products
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,Cement & Cement Products
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,Healthcare Service Provider
BLUEDART,Blue Dart Express Limited,INE233B08087,Logistics Solution Provider
INTELLECT,Intellect Design Arena Limited,INE306R01017,Computers - Software & Consulting
AMBER,Amber Enterprises India Limited,INE371P01015,Household Appliances
APTUS,Aptus Value Housing Finance India Limited,INE852O01025,Housing Finance Company
MGL,Mahanagar Gas Limited,INE002S01010,LPG/CNG/PNG/LNG Supplier
BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022,Glass - Industrial
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,Other Bank
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,Shipping
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,Tour Travel Related Services
KEC,KEC International Limited,INE389H01022,Civil Construction
CAMPUS,Campus Activewear Limited,INE278Y01022,Footwear
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,Fertilizers
ATUL,Atul Limited,INE100A01010,Specialty Chemicals
GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings
FINPIPE,Finolex Industries Limited,INE183A01024,Plastic Products - Industrial
SRF,SRF Limited,INE647A01010,Specialty Chemicals
CGCL,Capri Global Capital Limited,INE180C01042,Non Banking Financial Company (NBFC)
CUB,City Union Bank Limited,INE491A01021,Private Sector Bank
TRIDENT,Trident Limited,INE064C01022,Other Textile Products
MINDACORP,Minda Corporation Limited,INE842C01021,Auto Components & Equipments
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
STLTECH,Sterlite Technologies Limited,INE089C01029,Telecom - Equipment & Accessories
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
CONCORDBIO,Concord Biotech Limited,INE338H01029,Pharmaceuticals
BAJAJFINSV,Bajaj Finserv Limited,INE918I01026,Holding Company
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments
BALRAMCHIN,Balrampur Chini Mills Limited,INE119A01028,Sugar
CDSL,Central Depository Services (India) Limited,INE736A01011,Depositories Clearing Houses and Other Intermediaries
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
ELGIEQUIP,Elgi Equipments Limited,IN9285A01033,Compressors Pumps & Diesel Engines
VTL,Vardhman Textiles Limited,INE825A01020,Other Textile Products
NH,Narayana Hrudayalaya Ltd.,INE410P01011,Hospital
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals
ACC,ACC Limited,INE012A01025,Cement & Cement Products
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
MANYAVAR,Vedant Fashions Limited,INE825V01034,Speciality Retail
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,Private Sector Bank
SBFC,SBFC Finance Limited,INE423Y01016,Non Banking Financial Company (NBFC)
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
ALLCARGO,Allcargo Logistics Limited,INE418H01029,Logistics Solution Provider
RELIANCE,Reliance Industries Limited,INE002A01018,Refineries & Marketing
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,Gems Jewellery And Watches
CANFINHOME,Can Fin Homes Limited,INE477A01020,Housing Finance Company
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,Railway Wagons
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products
RADICO,Radico Khaitan Limited,INE944F01028,Breweries & Distilleries
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment
VARROC,Varroc Engineering Limited,INE665L01035,Auto Components & Equipments
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Refineries & Marketing
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives
ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,Restaurants
VIPIND,VIP Industries Limited,INE054A01027,Plastic Products - Consumer
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,Heavy Electrical Equipment
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,Housing Finance Company
IEX,Indian Energy Exchange Limited,INE022Q01020,Exchange and Data Platform
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals
IOC,Indian Oil Corporation Limited,INE242A01010,Refineries & Marketing
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,Pharmaceuticals
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,Cement & Cement Products
WELCORP,Welspun Corp Limited,INE191B01025,Iron & Steel Products
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
BRITANNIA,Britannia Industries Limited,INE216A07052,Packaged Foods
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,Industrial Products
PRAJIND,Praj Industries Limited,INE074A01025,Industrial Products
CELLO,Cello World Limited,INE0LMW01024,Houseware
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
HAPPYFORGE,Happy Forgings Limited,INE330T01021,Castings & Forgings
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,Gems Jewellery And Watches
JSWENERGY,JSW Energy Limited,INE121E01018,Power Generation
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,Household Appliances
ANURAS,Anupam Rasayan India Limited,INE930P01018,Specialty Chemicals
IRCON,Ircon International Limited,INE962Y01021,Civil Construction
HONASA,Honasa Consumer Limited,INE0J5401028,Personal Care
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank
POLYMED,Poly Medicure Limited,INE205C01021,Medical Equipment & Supplies
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
JSWSTEEL,JSW Steel Limited,INE019A04024,Iron & Steel
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,Electrodes & Refractories
HBLPOWER,HBL Power Systems Limited,INE292B01021,Auto Components & Equipments
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,Hotels & Resorts
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,Industrial Products
TRENT,Trent Limited,INE849A01020,Speciality Retail
FSL,Firstsource Solutions Limited,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,Private Sector Bank
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
AVANTIFEED,Avanti Feeds Limited,INE871C01038,Animal Feed
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,Fertilizers
NTPC,NTPC Limited,INE733E07JE0,Power Generation
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,Other Agricultural Products
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
JINDALSAW,Jindal Saw Limited,INE324A01024,Iron & Steel Products
ABBOTINDIA,Abbott India Limited,INE358A01014,Pharmaceuticals
NCC,NCC Limited,INE868B01028,Civil Construction
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,Plywood Boards/ Laminates
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,Household Appliances
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,Diversified
ZEEL,Zee Entertainment Enterprises Limited,INE256A04022,TV Broadcasting & Software Production
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
UBL,United Breweries Limited,INE686F01025,Breweries & Distilleries
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,Iron & Steel Products
EMAMILTD,Emami Limited,INE548C01032,Personal Care
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,Sugar
NHPC,NHPC Limited,INE848E07542,Power Generation
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,Logistics Solution Provider
INDIACEM,The India Cements Limited,INE383A01012,Cement & Cement Products
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,Private Sector Bank
TV18BRDCST,TV18 Broadcast Limited,IN9886H01017,TV Broadcasting & Software Production
TITAN,Titan Company Limited,INE280A07025,Gems Jewellery And Watches
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,Hospital
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
INDHOTEL,The Indian Hotels Company Limited,INE053A07133,Hotels & Resorts
HONAUT,Honeywell Automation India Limited,INE671A01010,Industrial Products
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,Auto Components & Equipments
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel
ERIS,Eris Lifesciences Limited,INE406M01024,Pharmaceuticals
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,Other Telecom Services
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,Industrial Minerals
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
ITC,ITC Limited,INE154A01025,Diversified FMCG
CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,Heavy Electrical Equipment
SCHAEFFLER,Schaeffler India Limited,INE513A01022,Auto Components & Equipments
KRBL,KRBL Limited,INE001B01026,Other Agricultural Products
LICI,Life Insurance Corporation Of India,INE0J1Y01017,Life Insurance
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components & Equipments
SAMMAANCAP,Sammaan Capital Limited,INE148I07KS0,Housing Finance Company
COROMANDEL,Coromandel International Limited,INE169A08010,Fertilizers
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,Auto Components & Equipments
DELHIVERY,Delhivery Limited,INE148O01028,Logistics Solution Provider
MARICO,Marico Limited,INE196A01026,Edible Oil
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
CIEINDIA,CIE Automotive India Limited,INE536H01010,Auto Components & Equipments
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
MEDANTA,Global Health Limited,INE474Q01031,Hospital
OLECTRA,Olectra Greentech Limited,INE260D01016,Passenger Cars & Utility Vehicles
AIAENG,AIA Engineering Limited,INE212H01026,Castings & Forgings
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,Iron & Steel Products
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,Other Telecom Services
PNCINFRA,PNC Infratech Limited,INE195J01029,Civil Construction
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
BIKAJI,Bikaji Foods International Limited,INE00E101023,Packaged Foods
RITES,RITES Limited,INE320J01015,Civil Construction
QUESS,Quess Corp Limited,INE615P01015,Diversified Commercial Services
AFFLE,Affle (India) Limited,INE00WC01027,IT Enabled Services
CYIENT,Cyient Limited,INE136B01020,IT Enabled Services
TATASTEEL,Tata Steel Limited,INE081A01020,Iron & Steel
UNOMINDA,UNO Minda Limited,INE405E01023,Auto Components & Equipments
UNIONBANK,Union Bank of India,INE692A01016,Public Sector Bank
KPIL,Kalpataru Projects International Limited,INE220B01022,Civil Construction
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
FINCABLES,Finolex Cables Limited,INE235A01022,Cables - Electricals
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,Non Banking Financial Company (NBFC)
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
CHENNPETRO,Chennai Petroleum Corporation Limited,INE178A01016,Refineries & Marketing
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company
LINDEINDIA,Linde India Limited,INE473A01011,Industrial Gases
HEG,HEG Limited,INE545A01016,Electrodes & Refractories
RRKABEL,R R Kabel Limited,INE777K01022,Cables - Electricals
PEL,Piramal Enterprises Limited,INE140A08SX5,Non Banking Financial Company (NBFC)
TVSMOTOR,TVS Motor Company Limited,INE494B01023,2/3 Wheelers
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
NLCINDIA,NLC India Limited,INE589A01014,Power Generation
ELECON,Elecon Engineering Company Limited,INE205B01031,Industrial Products
TATATECH,Tata Technologies Limited,INE142M01025,IT Enabled Services
ECLERX,eClerx Services Limited,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
SAREGAMA,Saregama India Limited,INE979A01025,Media & Entertainment
TATAMOTORS,Tata Motors Limited,INE155A01022,Passenger Cars & Utility Vehicles
GODREJIND,Godrej Industries Limited,INE233A01035,Diversified
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,Non Banking Financial Company (NBFC)
ICICIBANK,ICICI Bank Limited,IN9090A01045,Private Sector Bank
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
BANKINDIA,Bank of India,INE084A01016,Public Sector Bank
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,Personal Care
IRB,IRB Infrastructure Developers Limited,INE821I01022,Civil Construction
BAJFINANCE,Bajaj Finance Limited,INE296A01024,Non Banking Financial Company (NBFC)
ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,Financial Products Distributor
SUZLON,Suzlon Energy Limited,INE040H01021,Heavy Electrical Equipment
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,Fertilizers
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,Port & Port services
BATAINDIA,Bata India Limited,INE176A01028,Footwear
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,Life Insurance
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,Telecom - Cellular & Fixed line services
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
IDFCFIRSTB,IDFC First Bank Limited,INE092T08CP8,Private Sector Bank
EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,Residential Commercial Projects
ISEC,ICICI Securities Limited,INE763G01038,Stockbroking & Allied
MMTC,MMTC Limited,INE123F01029,Trading & Distributors
