symbol,name,isin,industry
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,Microfinance Institutions
PAISALO,Paisalo Digital Limited,INE420C01059,Non Banking Financial Company (NBFC)
STYLAMIND,Stylam Industries Limited,INE239C01020,Plywood Boards/ Laminates
UTIAMC,UTI Asset Management Company Limited,INE094J01016,Asset Management Company
VOLTAMP,Voltamp Transformers Limited,INE540H01012,Heavy Electrical Equipment
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,Speciality Retail
SUBROS,Subros Limited,INE287B01021,Auto Components & Equipments
TANLA,Tanla Platforms Limited,INE483C01032,Software Products
CHENNPETRO,Chennai Petroleum Corporation Limited,INE178A01016,Refineries & Marketing
TBOTEK,TBO Tek Limited,INE673O01025,Tour Travel Related Services
CYIENTDLM,Cyient DLM Limited,INE055S01018,Industrial Products
BOROLTD,Borosil Limited,INE02PY01013,Glass - Consumer
IXIGO,Le Travenues Technology Limited,INE0HV901016,Tour Travel Related Services
INDIAGLYCO,India Glycols Limited,INE560A01015,Commodity Chemicals
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,Telecom - Equipment & Accessories
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,Other Bank
LANDMARK,Landmark Cars Limited,INE559R01029,Auto Dealer
IPL,India Pesticides Limited,INE0D6701023,Pesticides & Agrochemicals
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,Housing Finance Company
LTF,L&T Finance Limited,INE498L01015,Investment Company
TRITURBINE,Triveni Turbine Limited,INE152M01016,Heavy Electrical Equipment
TCIEXP,TCI Express Limited,INE586V01016,Logistics Solution Provider
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,Microfinance Institutions
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,Diversified
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,Auto Components & Equipments
ANANTRAJ,Anant Raj Limited,INE242C01024,Residential Commercial Projects
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,Restaurants
TATATECH,Tata Technologies Limited,INE142M01025,IT Enabled Services
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,Computers - Software & Consulting
KPITTECH,KPIT Technologies Limited,INE04I401011,Computers - Software & Consulting
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,Cement & Cement Products
BIRLACORPN,Birla Corporation Limited,INE340A01012,Cement & Cement Products
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,TV Broadcasting & Software Production
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,Pharmaceuticals
NEOGEN,Neogen Chemicals Limited,INE136S01016,Specialty Chemicals
ADANIGREEN,Adani Green Energy Limited,INE364U01010,Power Generation
EMAMILTD,Emami Limited,INE548C01032,Personal Care
DOMS,DOMS Industries Limited,INE321T01012,Stationary
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,Iron & Steel Products
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,Private Sector Bank
SAIL,Steel Authority of India Limited,INE114A01011,Iron & Steel
SUNTV,Sun TV Network Limited,INE424H01027,TV Broadcasting & Software Production
BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022,Glass - Industrial
CASTROLIND,Castrol India Limited,INE172A01027,Lubricants
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,Sanitary Ware
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,Speciality Retail
SULA,Sula Vineyards Limited,INE142Q01026,Breweries & Distilleries
MEDPLUS,Medplus Health Services Limited,INE804L01022,Pharmacy Retail
BLS,BLS International Services Limited,INE153T01027,Tour Travel Related Services
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,Cement & Cement Products
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,Other Bank
ERIS,Eris Lifesciences Limited,INE406M01024,Pharmaceuticals
IOC,Indian Oil Corporation Limited,INE242A01010,Refineries & Marketing
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,Residential Commercial Projects
TIIL,Technocraft Industries (India) Limited,INE545H01011,Iron & Steel Products
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,Commodity Chemicals
IFCI,IFCI Limited,INE039A01010,Financial Institution
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,Auto Components & Equipments
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,Plastic Products - Industrial
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,Oil Exploration & Production
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,Ferro & Silica Manganese
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,Non Banking Financial Company (NBFC)
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,Civil Construction
DISHTV,Dish TV India Limited,INE836F01026,TV Broadcasting & Software Production
NHPC,NHPC Limited,INE848E01016,Power Generation
PARAS,Paras Defence and Space Technologies Limited,INE045601015,Aerospace & Defense
DMART,Avenue Supermarts Limited,INE192R01011,Diversified Retail
MAHLOG,Mahindra Logistics Limited,INE766P01016,Logistics Solution Provider
AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,Pharmaceuticals
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,Hotels & Resorts
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,Telecom - Cellular & Fixed line services
ABFRL,Aditya Birla Fashion and Retail Limited,INE647O01011,Speciality Retail
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,General Insurance
VENKEYS,Venky's (India) Limited,INE398A01010,Meat Products including Poultry
INDIAMART,Indiamart Intermesh Limited,INE933S01016,Internet & Catalogue Retail
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,Industrial Products
ECLERX,eClerx Services Limited,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,Ship Building & Allied Services
SUZLON,Suzlon Energy Limited,INE040H01021,Heavy Electrical Equipment
KEC,KEC International Limited,INE389H01022,Civil Construction
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,Residential Commercial Projects
CAMS,Computer Age Management Services Limited,INE596I01012,Depositories Clearing Houses and Other Intermediaries
AGI,AGI Greenpac Limited,INE415A01038,Packaging
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,Gems Jewellery And Watches
NIACL,The New India Assurance Company Limited,INE470Y01017,General Insurance
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,Paints
TEJASNET,Tejas Networks Limited,INE010J01012,Telecom - Equipment & Accessories
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components & Equipments
VSTIND,VST Industries Limited,INE710A01016,Cigarettes & Tobacco Products
RAMKY,Ramky Infrastructure Limited,INE874I01013,Civil Construction
WELSPUNLIV,Welspun Living Limited,INE192B01031,Other Textile Products
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,Gems Jewellery And Watches
RRKABEL,R R Kabel Limited,INE777K01022,Cables - Electricals
LAURUSLABS,Laurus Labs Limited,INE947Q01028,Pharmaceuticals
PNCINFRA,PNC Infratech Limited,INE195J01029,Civil Construction
ABSLAMC,Aditya Birla Sun Life AMC Limited,INE404A01024,Asset Management Company
NUVAMA,Nuvama Wealth Management Limited,INE531F01015,Stockbroking & Allied
YESBANK,Yes Bank Limited,INE528G01035,Private Sector Bank
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,Aerospace & Defense
SCI,Shipping Corporation Of India Limited,INE109A01011,Shipping
CIEINDIA,CIE Automotive India Limited,INE536H01010,Auto Components & Equipments
ROLEXRINGS,Rolex Rings Limited,INE645S01016,Auto Components & Equipments
GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings
SHAREINDIA,Share India Securities Limited,INE932X01026,Stockbroking & Allied
DATAMATICS,Datamatics Global Services Limited,INE365B01017,IT Enabled Services
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,Diversified Commercial Services
RELIGARE,Religare Enterprises Limited,INE621H01010,Investment Company
BANKINDIA,Bank of India,INE084A01016,Public Sector Bank
FIEMIND,Fiem Industries Limited,INE737H01014,Auto Components & Equipments
NSLNISP,NMDC Steel Limited,INE0NNS01018,Iron & Steel
NIITMTS,NIIT Learning Systems Limited,INE342G01023,Education
VBL,Varun Beverages Limited,INE200M01039,Other Beverages
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,Hotels & Resorts
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,Investment Company
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Microfinance Institutions
SCHAEFFLER,Schaeffler India Limited,INE513A01022,Auto Components & Equipments
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,Amusement Parks/ Other Recreation
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,Coal
MAITHANALL,Maithan Alloys Limited,INE683C01011,Ferro & Silica Manganese
CONCORDBIO,Concord Biotech Limited,INE338H01029,Pharmaceuticals
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,Other Bank
AHLUCONT,Ahluwalia Contracts (India) Limited,INE758C01029,Civil Construction
GREENPLY,Greenply Industries Limited,INE461C01038,Plywood Boards/ Laminates
CERA,Cera Sanitaryware Limited,INE739E01017,Sanitary Ware
INDGN,Indegene Limited,INE065X01017,Healthcare Research Analytics & Technology
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,Non Banking Financial Company (NBFC)
SJVN,SJVN Limited,INE002L01015,Power Generation
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,Tour Travel Related Services
JINDWORLD,Jindal Worldwide Limited,INE247D01039,Other Textile Products
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,Auto Components & Equipments
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,Industrial Minerals
FINCABLES,Finolex Cables Limited,INE235A01022,Cables - Electricals
GOKEX,Gokaldas Exports Limited,INE887G01027,Garments & Apparels
FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,Private Sector Bank
TRIDENT,Trident Limited,INE064C01022,Other Textile Products
NFL,National Fertilizers Limited,INE870D01012,Fertilizers
CGCL,Capri Global Capital Limited,INE180C01042,Non Banking Financial Company (NBFC)
CMSINFO,CMS Info Systems Limited,INE925R01014,Diversified Commercial Services
ALOKINDS,Alok Industries Limited,INE270A01029,Other Textile Products
IFBIND,IFB Industries Limited,INE559A01017,Household Appliances
QUESS,Quess Corp Limited,INE615P01015,Diversified Commercial Services
TI,Tilaknagar Industries Limited,INE133E01013,Breweries & Distilleries
VARROC,Varroc Engineering Limited,INE665L01035,Auto Components & Equipments
AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,Housing Finance Company
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services
SOUTHBANK,The South Indian Bank Limited,INE683A01023,Private Sector Bank
HCC,Hindustan Construction Company Limited,INE549A01026,Civil Construction
JUNIPER,Juniper Hotels Limited,INE696F01016,Hotels & Resorts
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,Residential Commercial Projects
KAYNES,Kaynes Technology India Limited,INE918Z01012,Industrial Products
RBA,Restaurant Brands Asia Limited,INE07T201019,Restaurants
JWL,Jupiter Wagons Limited,INE209L01016,Railway Wagons
MOIL,MOIL Limited,INE490G01020,Industrial Minerals
SPLPETRO,Supreme Petrochem Limited,INE663A01033,Petrochemicals
KFINTECH,Kfin Technologies Limited,INE138Y01010,Depositories Clearing Houses and Other Intermediaries
SKFINDIA,SKF India Limited,INE640A01023,Abrasives & Bearings
HBLPOWER,HBL Power Systems Limited,INE292B01021,Auto Components & Equipments
RAYMOND,Raymond Limited,INE301A01014,Residential Commercial Projects
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,Power Generation
MMTC,MMTC Limited,INE123F01029,Trading & Distributors
TIMKEN,Timken India Limited,INE325A01013,Abrasives & Bearings
MARICO,Marico Limited,INE196A01026,Edible Oil
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,Household Appliances
BANCOINDIA,Banco Products (I) Limited,INE213C01025,Auto Components & Equipments
COROMANDEL,Coromandel International Limited,INE169A01031,Fertilizers
ROSSARI,Rossari Biotech Limited,INE02A801020,Specialty Chemicals
CONFIPET,Confidence Petroleum India Limited,INE552D01024,LPG/CNG/PNG/LNG Supplier
KNRCON,KNR Constructions Limited,INE634I01029,Civil Construction
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,E-Retail/ E-Commerce
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,Commodity Chemicals
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,Port & Port services
MANAPPURAM,Manappuram Finance Limited,INE522D01027,Non Banking Financial Company (NBFC)
AIAENG,AIA Engineering Limited,INE212H01026,Castings & Forgings
BSOFT,BIRLASOFT LIMITED,INE836A01035,Computers - Software & Consulting
CANBK,Canara Bank,INE476A01022,Public Sector Bank
AMBER,Amber Enterprises India Limited,INE371P01015,Household Appliances
AZAD,Azad Engineering Limited,INE02IJ01035,Heavy Electrical Equipment
BEL,Bharat Electronics Limited,INE263A01024,Aerospace & Defense
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,Construction Vehicles
BAJAJHIND,Bajaj Hindusthan Sugar Limited,INE306A01021,Sugar
JIOFIN,Jio Financial Services Limited,INE758E01017,Non Banking Financial Company (NBFC)
SUPREMEIND,Supreme Industries Limited,INE195A01028,Plastic Products - Industrial
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,Personal Care
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,Auto Components & Equipments
LTFOODS,LT Foods Limited,INE818H01020,Other Agricultural Products
BHEL,Bharat Heavy Electricals Limited,INE257A01026,Heavy Electrical Equipment
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,Restaurants
PATELENG,Patel Engineering Limited,INE244B01030,Civil Construction
GPPL,Gujarat Pipavav Port Limited,INE517F01014,Port & Port services
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,Residential Commercial Projects
TIMETECHNO,Time Technoplast Limited,INE508G01029,Plastic Products - Industrial
NAVA,NAVA LIMITED,INE725A01022,Power Generation
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products
PFIZER,Pfizer Limited,INE182A01018,Pharmaceuticals
DBREALTY,Valor Estate Limited,INE879I01012,Residential Commercial Projects
GPIL,Godawari Power And Ispat limited,INE177H01039,Iron & Steel Products
ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011,Other Bank
BALAMINES,Balaji Amines Limited,INE050E01027,Specialty Chemicals
RAIN,Rain Industries Limited,INE855B01025,Petrochemicals
RALLIS,Rallis India Limited,INE613A01020,Pesticides & Agrochemicals
BAJAJCON,Bajaj Consumer Care Limited,INE933K01021,Personal Care
GODREJAGRO,Godrej Agrovet Limited,INE850D01014,Animal Feed
STLTECH,Sterlite Technologies Limited,INE089C01029,Telecom - Equipment & Accessories
ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,Specialty Chemicals
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,Financial Institution
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,Hospital
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,Cigarettes & Tobacco Products
CUB,City Union Bank Limited,INE491A01021,Private Sector Bank
BBL,Bharat Bijlee Limited,INE464A01036,Other Electrical Equipment
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,Specialty Chemicals
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,Cement & Cement Products
GABRIEL,Gabriel India Limited,INE524A01029,Auto Components & Equipments
RENUKA,Shree Renuka Sugars Limited,INE087H01022,Sugar
MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,Tour Travel Related Services
PFC,Power Finance Corporation Limited,INE134E01011,Financial Institution
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,Other Telecom Services
TATAMOTORS,Tata Motors Limited,INE155A01022,Passenger Cars & Utility Vehicles
MINDACORP,Minda Corporation Limited,INE842C01021,Auto Components & Equipments
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,TV Broadcasting & Software Production
VEEDOL,Veedol Corporation Limited,INE484C01030,Lubricants
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities
PETRONET,Petronet LNG Limited,INE347G01014,LPG/CNG/PNG/LNG Supplier
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,Airport & Airport services
BHARATFORG,Bharat Forge Limited,INE465A01025,Auto Components & Equipments
SSWL,Steel Strips Wheels Limited,INE802C01033,Auto Components & Equipments
PRAJIND,Praj Industries Limited,INE074A01025,Industrial Products
ARE&M,Amara Raja Energy & Mobility Limited,INE885A01032,Auto Components & Equipments
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,Investment Company
VIPIND,VIP Industries Limited,INE054A01027,Plastic Products - Consumer
ETHOSLTD,Ethos Limited,INE04TZ01018,Gems Jewellery And Watches
SUNTECK,Sunteck Realty Limited,INE805D01034,Residential Commercial Projects
TITAN,Titan Company Limited,INE280A01028,Gems Jewellery And Watches
IDBI,IDBI Bank Limited,INE008A01015,Private Sector Bank
JMFINANCIL,JM Financial Limited,INE780C01023,Holding Company
TORNTPOWER,Torrent Power Limited,INE813H01021,Integrated Power Utilities
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,Household Products
IRCON,Ircon International Limited,INE962Y01021,Civil Construction
NATCOPHARM,Natco Pharma Limited,INE987B01026,Pharmaceuticals
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,Non Banking Financial Company (NBFC)
HAL,Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,Auto Components & Equipments
IOB,Indian Overseas Bank,INE565A01014,Public Sector Bank
DELTACORP,Delta Corp Limited,INE124G01033,Amusement Parks/ Other Recreation
KPIL,Kalpataru Projects International Limited,INE220B01022,Civil Construction
AARTIDRUGS,Aarti Drugs Limited,INE767A01016,Pharmaceuticals
BAJAJHLDNG,Bajaj Holdings & Investment Limited,INE118A01012,Holding Company
FDC,FDC Limited,INE258B01022,Pharmaceuticals
PURVA,Puravankara Limited,INE323I01011,Residential Commercial Projects
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel
BANKBARODA,Bank of Baroda,INE028A01039,Public Sector Bank
CANFINHOME,Can Fin Homes Limited,INE477A01020,Housing Finance Company
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,Compressors Pumps & Diesel Engines
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,Non Banking Financial Company (NBFC)
THERMAX,Thermax Limited,INE152A01029,Heavy Electrical Equipment
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,Iron & Steel Products
ASHOKLEY,Ashok Leyland Limited,INE208A01029,Commercial Vehicles
HONAUT,Honeywell Automation India Limited,INE671A01010,Industrial Products
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
DEVYANI,Devyani International Limited,INE872J01023,Restaurants
BIKAJI,Bikaji Foods International Limited,INE00E101023,Packaged Foods
IEX,Indian Energy Exchange Limited,INE022Q01020,Exchange and Data Platform
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers
ABBOTINDIA,Abbott India Limited,INE358A01014,Pharmaceuticals
NTPC,NTPC Limited,INE733E01010,Power Generation
VEDL,Vedanta Limited,INE205A01025,Diversified Metals
CESC,CESC Limited,INE486A01021,Integrated Power Utilities
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,Other Utilities
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,Iron & Steel
UCOBANK,UCO Bank,INE691A01018,Public Sector Bank
JAICORPLTD,Jai Corp Limited,INE070D01027,Plastic Products - Industrial
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution
SUVENPHAR,Suven Pharmaceuticals Limited,INE03QK01018,Pharmaceuticals
UPL,UPL Limited,INE628A01036,Pesticides & Agrochemicals
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
KTKBANK,The Karnataka Bank Limited,INE614B01018,Private Sector Bank
FCL,Fineotex Chemical Limited,INE045J01026,Specialty Chemicals
HINDALCO,Hindalco Industries Limited,INE038A01020,Aluminium
VGUARD,V-Guard Industries Limited,INE951I01027,Household Appliances
ICIL,Indo Count Industries Limited,INE483B01026,Other Textile Products
AXISBANK,Axis Bank Limited,INE238A01034,Private Sector Bank
ALLCARGO,Allcargo Logistics Limited,INE418H01029,Logistics Solution Provider
CLEAN,Clean Science and Technology Limited,INE227W01023,Specialty Chemicals
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
HARSHA,Harsha Engineers International Limited,INE0JUS01029,Other Industrial Products
RECLTD,REC Limited,INE020B01018,Financial Institution
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,Auto Components & Equipments
LICI,Life Insurance Corporation Of India,INE0J1Y01017,Life Insurance
BEPL,Bhansali Engineering Polymers Limited,INE922A01025,Specialty Chemicals
EMBDL,Equinox India Developments Limited,INE069I01010,Residential Commercial Projects
PVRINOX,PVR INOX Limited,INE191H01014,Film Production Distribution & Exhibition
PIIND,PI Industries Limited,INE603J01030,Pesticides & Agrochemicals
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,Financial Institution
ABREL,Aditya Birla Real Estate Limited,INE055A01016,Paper & Paper Products
BAJAJELEC,Bajaj Electricals Limited,INE193E01025,Household Appliances
JSFB,Jana Small Finance Bank Limited,INE953L01027,Other Bank
INTELLECT,Intellect Design Arena Limited,INE306R01017,Computers - Software & Consulting
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039,Airport & Airport services
GET&D,GE T&D India Limited,INE200A01026,Heavy Electrical Equipment
AAVAS,Aavas Financiers Limited,INE216P01012,Housing Finance Company
JTEKTINDIA,Jtekt India Limited,INE643A01035,Auto Components & Equipments
HINDZINC,Hindustan Zinc Limited,INE267A01025,Zinc
HAPPYFORGE,Happy Forgings Limited,INE330T01021,Castings & Forgings
BANDHANBNK,Bandhan Bank Limited,INE545U01014,Private Sector Bank
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,Residential Commercial Projects
TATASTEEL,Tata Steel Limited,INE081A01020,Iron & Steel
GATEWAY,Gateway Distriparks Limited,INE079J01017,Logistics Solution Provider
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,Compressors Pumps & Diesel Engines
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,Sugar
AUBANK,AU Small Finance Bank Limited,INE949L01017,Other Bank
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,Compressors Pumps & Diesel Engines
ELECON,Elecon Engineering Company Limited,INE205B01031,Industrial Products
GLS,Glenmark Life Sciences Limited,INE03Q201024,Pharmaceuticals
