symbol,name,isin,industry
KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,Iron & Steel Products
UNOMINDA,UNO Minda Limited,INE405E01023,Auto Components & Equipments
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,Shipping
APTUS,Aptus Value Housing Finance India Limited,INE852O01025,Housing Finance Company
ZENSARTECH,Zensar Technologies Limited,INE520A01027,Computers - Software & Consulting
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,Pharmaceuticals
METROBRAND,Metro Brands Limited,INE317I01021,Footwear
JKTYRE,JK Tyre & Industries Limited,INE573A01042,Tyres & Rubber Products
AFFLE,Affle (India) Limited,INE00WC01027,IT Enabled Services
REDINGTON,Redington Limited,INE891D01026,Trading & Distributors
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
ASAHIINDIA,Asahi India Glass Limited,INE439A01020,Auto Components & Equipments
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied
VINATIORGA,Vinati Organics Limited,INE410B01037,Specialty Chemicals
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
SAREGAMA,Saregama India Limited,INE979A01025,Media & Entertainment
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,Healthcare Service Provider
NH,Narayana Hrudayalaya Ltd.,INE410P01011,Hospital
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,Industrial Products
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,Hospital
